Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Tomáš Satoranský,2019-10-23,27-358,CHI,@,CHO,L 125-126,*,24,1,5,.200,1,5,.200,0,0,,0,0,,.200,0,0,0,3,0,1,0,2,2,0.9,-12.7,4,G,satorto01
2,Tomáš Satoranský,2019-10-25,27-360,CHI,@,MEM,W 110-102,*,22,2,7,.286,2,5,.400,0,2,.000,5,5,1.000,.489,3,0,3,2,4,1,1,2,9,11.3,8.1,8,G,satorto01
3,Tomáš Satoranský,2019-10-26,27-361,CHI,,TOR,L 84-108,*,26,3,7,.429,1,3,.333,2,4,.500,0,0,,.571,1,1,2,4,1,0,1,3,8,6.9,1.8,-20,G,satorto01
4,Tomáš Satoranský,2019-10-28,27-363,CHI,@,NYK,L 98-105,*,27,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,1,2,3,5,1,0,1,2,2,2.9,-7.4,-4,G,satorto01
5,Tomáš Satoranský,2019-10-30,28-000,CHI,@,CLE,L 111-117,*,27,2,5,.400,0,3,.000,2,2,1.000,2,2,1.000,.680,0,2,2,8,0,0,1,3,8,9.3,-0.3,5,G,satorto01
6,Tomáš Satoranský,2019-11-01,28-002,CHI,,DET,W 112-106,*,26,2,6,.333,1,4,.250,1,2,.500,2,2,1.000,.509,0,0,0,6,0,0,4,1,7,3.4,-8.0,10,G,satorto01
7,Tomáš Satoranský,2019-11-03,28-004,CHI,@,IND,L 95-108,*,27,4,6,.667,3,3,1.000,1,3,.333,0,0,,.750,1,3,4,9,2,0,4,1,9,11.9,6.1,-10,G,satorto01
8,Tomáš Satoranský,2019-11-05,28-006,CHI,,LAL,L 112-118,*,27,3,5,.600,2,4,.500,1,1,1.000,0,0,,.700,0,4,4,6,1,0,1,1,7,9.7,2.3,-10,G,satorto01
9,Tomáš Satoranský,2019-11-06,28-007,CHI,@,ATL,W 113-93,*,30,10,13,.769,6,8,.750,4,5,.800,3,4,.750,.915,2,5,7,8,1,0,4,4,27,25.4,15.0,17,G,satorto01
10,Tomáš Satoranský,2019-11-09,28-010,CHI,,HOU,L 94-117,*,24,4,11,.364,4,9,.444,0,2,.000,2,3,.667,.406,1,2,3,4,3,0,3,3,10,6.4,-2.8,-14,G,satorto01
