Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,James Harden,2019-10-24,30-059,HOU,,MIL,L 111-117,*,36,2,13,.154,1,5,.200,1,8,.125,14,14,1.000,.496,2,5,7,14,1,1,7,5,19,16.1,1.8,-3,G,hardeja01
2,James Harden,2019-10-26,30-061,HOU,,NOP,W 126-123,*,36,8,29,.276,6,11,.545,2,18,.111,11,12,.917,.423,0,4,4,5,1,0,8,3,29,8.0,-13.1,7,G,hardeja01
3,James Harden,2019-10-28,30-063,HOU,,OKC,W 116-112,*,37,8,21,.381,5,7,.714,3,14,.214,21,22,.955,.652,0,3,3,7,1,1,4,5,40,29.6,12.8,-4,G,hardeja01
4,James Harden,2019-10-30,30-065,HOU,@,WAS,W 159-158,*,38,18,32,.563,12,18,.667,6,14,.429,17,18,.944,.739,1,2,3,9,1,0,4,3,59,46.8,10.6,6,G,hardeja01
5,James Harden,2019-11-01,30-067,HOU,@,BRK,L 116-123,*,37,10,31,.323,8,15,.533,2,16,.125,14,15,.933,.479,2,3,5,8,0,0,5,3,36,19.6,-0.5,-14,G,hardeja01
6,James Harden,2019-11-03,30-069,HOU,@,MIA,L 100-129,*,26,6,14,.429,3,5,.600,3,9,.333,14,14,1.000,.719,1,3,4,3,1,0,6,4,29,18.7,6.0,-17,G,hardeja01
7,James Harden,2019-11-04,30-070,HOU,@,MEM,W 107-100,*,37,12,28,.429,5,12,.417,7,16,.438,13,18,.722,.612,4,6,10,6,2,1,7,2,44,30.9,18.1,10,G,hardeja01
8,James Harden,2019-11-06,30-072,HOU,,GSW,W 129-112,*,35,10,23,.435,4,7,.571,6,16,.375,10,13,.769,.627,0,4,4,13,3,3,5,1,36,32.7,17.4,20,G,hardeja01
9,James Harden,2019-11-09,30-075,HOU,@,CHI,W 117-94,*,36,12,27,.444,3,8,.375,9,19,.474,9,11,.818,.660,1,9,10,9,2,0,6,1,42,32.4,16.0,36,G,hardeja01
10,James Harden,2019-11-11,30-077,HOU,@,NOP,W 122-116,*,38,13,25,.520,10,14,.714,3,11,.273,10,14,.714,.626,0,4,4,9,2,1,6,4,39,27.7,7.1,-4,G,hardeja01
11,James Harden,2019-11-13,30-079,HOU,,LAC,W 102-93,*,44,12,26,.462,5,13,.385,7,13,.538,16,17,.941,.702,0,6,6,7,3,0,6,0,47,36.9,19.7,10,G,hardeja01
12,James Harden,2019-11-15,30-081,HOU,,IND,W 111-102,*,40,13,26,.500,7,12,.583,6,14,.429,12,14,.857,.684,0,8,8,5,4,0,3,4,44,35.5,19.6,18,G,hardeja01
13,James Harden,2019-11-16,30-082,HOU,@,MIN,W 125-105,*,39,16,41,.390,8,19,.421,8,22,.364,9,11,.818,.534,1,5,6,6,0,0,5,4,49,25.7,2.9,16,G,hardeja01
14,James Harden,2019-11-18,30-084,HOU,,POR,W 132-108,*,33,11,19,.579,6,9,.667,5,10,.500,9,10,.900,.769,1,5,6,5,1,1,3,4,36,29.5,14.6,27,G,hardeja01
15,James Harden,2019-11-20,30-086,HOU,@,DEN,L 95-105,*,37,8,16,.500,4,8,.500,4,8,.500,7,10,.700,.662,1,6,7,7,3,0,8,4,27,18.6,6.7,-17,G,hardeja01
