Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Jarrett Culver,2019-10-23,20-245,MIN,@,BRK,W 127-126 (OT),,16,2,5,.400,2,3,.667,0,2,.000,0,0,,.400,1,1,2,0,1,0,2,0,4,1.3,-8.4,6,G,culveja01
2,Jarrett Culver,2019-10-25,20-247,MIN,@,CHO,W 121-99,,14,0,3,.000,0,2,.000,0,1,.000,0,0,,.000,1,0,1,1,1,0,0,1,0,-0.1,-10.0,4,G,culveja01
3,Jarrett Culver,2019-10-27,20-249,MIN,,MIA,W 116-109,,13,1,3,.333,1,1,1.000,0,2,.000,0,1,.000,.291,0,1,1,1,0,0,1,2,2,-0.9,-14.4,-2,G,culveja01
4,Jarrett Culver,2019-10-30,20-252,MIN,@,PHI,L 95-117,,16,2,8,.250,1,4,.250,1,4,.250,1,4,.250,.307,0,0,0,1,1,0,1,1,6,0.3,-10.1,1,G,culveja01
5,Jarrett Culver,2019-11-02,20-255,MIN,@,WAS,W 131-109,,26,8,17,.471,4,8,.500,4,9,.444,0,2,.000,.559,1,4,5,1,1,0,6,4,20,6.5,-10.8,-1,G,culveja01
6,Jarrett Culver,2019-11-04,20-257,MIN,,MIL,L 106-134,,24,3,11,.273,1,6,.167,2,5,.400,0,0,,.364,1,3,4,1,1,0,2,3,8,1.6,-10.4,-7,G,culveja01
7,Jarrett Culver,2019-11-06,20-259,MIN,@,MEM,L 121-137,*,30,5,13,.385,3,8,.375,2,5,.400,3,6,.500,.480,2,3,5,7,0,0,0,3,15,12.7,-2.4,4,G,culveja01
8,Jarrett Culver,2019-11-08,20-261,MIN,,GSW,W 125-119 (OT),*,23,0,5,.000,0,3,.000,0,2,.000,2,4,.500,.148,0,4,4,4,0,0,1,3,2,-0.5,-11.6,1,G,culveja01
9,Jarrett Culver,2019-11-10,20-263,MIN,,DEN,L 98-100 (OT),*,31,4,9,.444,4,5,.800,0,4,.000,2,4,.500,.465,1,2,3,3,2,1,1,3,10,8.4,1.3,5,G,culveja01
10,Jarrett Culver,2019-11-11,20-264,MIN,@,DET,W 120-114,,23,3,8,.375,2,6,.333,1,2,.500,0,0,,.438,0,2,2,2,0,0,1,3,7,2.4,-10.5,7,G,culveja01
11,Jarrett Culver,2019-11-13,20-266,MIN,,SAS,W 129-114,*,27,6,10,.600,6,8,.750,0,2,.000,0,0,,.600,1,3,4,3,1,2,0,3,12,12.3,3.1,3,G,culveja01
12,Jarrett Culver,2019-11-15,20-268,MIN,,WAS,L 116-137,*,30,4,10,.400,2,5,.400,2,5,.400,1,4,.250,.468,1,2,3,3,3,0,2,3,11,7.6,-3.1,-18,G,culveja01
13,Jarrett Culver,2019-11-16,20-269,MIN,,HOU,L 105-125,,29,5,11,.455,3,6,.500,2,5,.400,1,4,.250,.509,1,0,1,2,2,0,4,1,13,5.8,-6.4,-24,G,culveja01
14,Jarrett Culver,2019-11-18,20-271,MIN,@,UTA,W 112-102,,24,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,1,2,3,2,0,3,1,2,5,3.9,-1.6,1,G,culveja01
15,Jarrett Culver,2019-11-20,20-273,MIN,,UTA,L 95-103,,24,4,14,.286,2,7,.286,2,7,.286,0,0,,.357,3,1,4,0,1,0,1,3,10,3.0,-7.3,-4,G,culveja01
16,Jarrett Culver,2019-11-23,20-276,MIN,,PHO,L 98-100,*,27,5,13,.385,4,8,.500,1,5,.200,0,0,,.423,0,5,5,3,0,2,1,4,11,6.3,-2.1,8,G,culveja01
17,Jarrett Culver,2019-11-25,20-278,MIN,@,ATL,W 125-113,*,24,4,11,.364,4,10,.400,0,1,.000,6,9,.667,.468,4,1,5,3,2,0,0,0,14,13.9,1.5,8,G,culveja01
18,Jarrett Culver,2019-11-27,20-280,MIN,@,SAS,W 113-101,*,26,4,13,.308,2,7,.286,2,6,.333,0,0,,.385,0,2,2,5,1,1,2,1,10,5.9,-3.6,0,G,culveja01
19,Jarrett Culver,2019-12-01,20-284,MIN,,MEM,L 107-115,*,26,6,12,.500,5,8,.625,1,4,.250,1,4,.250,.509,1,6,7,1,1,0,1,2,14,9.2,-2.4,5,G,culveja01
20,Jarrett Culver,2019-12-04,20-287,MIN,@,DAL,L 114-121,*,28,4,10,.400,3,6,.500,1,4,.250,2,2,1.000,.506,3,5,8,6,1,2,1,0,11,14.8,8.6,-14,G,culveja01
21,Jarrett Culver,2019-12-06,20-289,MIN,@,OKC,L 127-139 (OT),*,26,4,13,.308,4,7,.571,0,6,.000,1,2,.500,.324,0,1,1,0,2,0,0,1,9,3.0,-12.7,-4,G,culveja01
22,Jarrett Culver,2019-12-08,20-291,MIN,@,LAL,L 125-142,*,23,5,6,.833,4,5,.800,1,1,1.000,1,2,.500,.872,1,1,2,4,0,0,0,1,12,12.8,6.6,-4,G,culveja01
23,Jarrett Culver,2019-12-09,20-292,MIN,@,PHO,L 109-125,*,15,2,4,.500,2,3,.667,0,1,.000,2,3,.667,.564,1,5,6,1,0,1,3,5,6,2.2,-10.0,-8,G,culveja01
24,Jarrett Culver,2019-12-11,20-294,MIN,,UTA,L 116-127,*,21,2,8,.250,2,6,.333,0,2,.000,0,2,.000,.225,2,1,3,1,0,0,0,0,4,0.8,-14.4,-14,G,culveja01
25,Jarrett Culver,2019-12-13,20-296,MIN,,LAC,L 117-124,*,18,0,5,.000,0,2,.000,0,3,.000,0,0,,.000,1,1,2,0,0,0,0,2,0,-3.3,-15.4,-18,G,culveja01
26,Jarrett Culver,2019-12-20,20-303,MIN,@,DEN,L 100-109,,13,1,6,.167,1,3,.333,0,3,.000,0,0,,.167,2,1,3,1,2,2,1,0,2,3.0,0.9,-1,G,culveja01
27,Jarrett Culver,2019-12-21,20-304,MIN,@,POR,L 106-113,,15,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,1,0,1,1,0,0,0,1,2,1.3,-7.1,-1,G,culveja01
28,Jarrett Culver,2019-12-23,20-306,MIN,@,GSW,L 104-113,*,14,0,2,.000,0,2,.000,0,0,,0,0,,.000,0,2,2,0,0,1,1,3,0,-2.3,-16.2,-17,G,culveja01
29,Jarrett Culver,2019-12-26,20-309,MIN,@,SAC,W 105-104 (2OT),,14,2,7,.286,2,5,.400,0,2,.000,1,3,.333,.300,0,2,2,0,2,1,0,0,5,3.4,1.7,0,G,culveja01
30,Jarrett Culver,2019-12-28,20-311,MIN,,CLE,L 88-94,*,24,3,7,.429,2,5,.400,1,2,.500,0,2,.000,.444,2,1,3,0,2,3,3,4,7,3.7,-2.8,0,G,culveja01
31,Jarrett Culver,2019-12-30,20-313,MIN,,BRK,W 122-115 (OT),*,38,8,21,.381,5,13,.385,3,8,.375,2,4,.500,.461,1,4,5,3,3,1,0,2,21,15.6,2.6,7,G,culveja01
32,Jarrett Culver,2020-01-01,20-315,MIN,@,MIL,L 104-106,*,33,5,14,.357,5,9,.556,0,5,.000,0,1,.000,.346,1,7,8,5,1,1,2,4,10,6.2,-3.9,-7,G,culveja01
33,Jarrett Culver,2020-01-02,20-316,MIN,,GSW,W 99-84,*,32,4,14,.286,3,6,.500,1,8,.125,1,2,.500,.336,4,1,5,1,1,0,3,5,10,1.2,-12.4,8,G,culveja01
34,Jarrett Culver,2020-01-05,20-319,MIN,@,CLE,W 118-103,*,28,6,11,.545,4,7,.571,2,4,.500,0,1,.000,.612,3,0,3,3,4,2,1,4,14,15.3,7.3,33,G,culveja01
35,Jarrett Culver,2020-01-07,20-321,MIN,@,MEM,L 112-119,*,28,8,11,.727,5,6,.833,3,5,.600,5,7,.714,.852,2,3,5,1,2,0,1,5,24,20.7,11.9,8,G,culveja01
36,Jarrett Culver,2020-01-09,20-323,MIN,,POR,W 116-102,*,30,6,13,.462,6,12,.500,0,1,.000,0,0,,.462,2,4,6,1,0,1,4,1,12,4.9,-10.8,8,G,culveja01
37,Jarrett Culver,2020-01-11,20-325,MIN,@,HOU,L 109-139,*,33,6,14,.429,3,8,.375,3,6,.500,0,0,,.536,2,6,8,5,0,0,4,0,15,10.3,-4.4,-9,G,culveja01
38,Jarrett Culver,2020-01-13,20-327,MIN,,OKC,L 104-117,*,32,7,15,.467,7,13,.538,0,2,.000,0,0,,.467,2,3,5,2,0,0,2,0,14,8.0,-8.2,-6,G,culveja01
39,Jarrett Culver,2020-01-15,20-329,MIN,,IND,L 99-104,*,31,8,13,.615,7,11,.636,1,2,.500,0,0,,.654,2,3,5,1,2,1,1,0,17,15.8,6.8,2,G,culveja01
40,Jarrett Culver,2020-01-17,20-331,MIN,@,IND,L 114-116,*,36,4,11,.364,3,6,.500,1,5,.200,3,4,.750,.470,1,3,4,1,1,1,1,1,12,8.1,-2.7,8,G,culveja01
41,Jarrett Culver,2020-01-18,20-332,MIN,,TOR,L 112-122,*,31,8,16,.500,4,6,.667,4,10,.400,6,9,.667,.651,1,3,4,1,1,2,1,3,26,19.3,8.2,-12,G,culveja01
42,Jarrett Culver,2020-01-20,20-334,MIN,,DEN,L 100-107,*,27,2,8,.250,0,5,.000,2,3,.667,0,0,,.375,1,1,2,1,0,1,2,0,6,1.6,-9.8,-6,G,culveja01
43,Jarrett Culver,2020-01-22,20-336,MIN,@,CHI,L 110-117,*,25,1,5,.200,0,2,.000,1,3,.333,0,2,.000,.255,1,0,1,2,0,1,2,3,3,-1.3,-11.7,0,G,culveja01
44,Jarrett Culver,2020-01-24,20-338,MIN,,HOU,L 124-131,,18,3,9,.333,2,5,.400,1,4,.250,0,0,,.389,0,3,3,0,1,1,0,3,7,3.3,-7.8,-15,G,culveja01
45,Jarrett Culver,2020-01-25,20-339,MIN,,OKC,L 104-113,*,28,2,6,.333,1,2,.500,1,4,.250,0,2,.000,.363,0,4,4,3,0,1,1,3,5,2.6,-7.6,12,G,culveja01
46,Jarrett Culver,2020-01-27,20-341,MIN,,SAC,L 129-133 (OT),*,26,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,0,2,2,1,3,0,1,1,5,3.8,-4.8,12,G,culveja01
47,Jarrett Culver,2020-02-01,20-346,MIN,@,LAC,L 106-118,*,22,2,5,.400,2,2,1.000,0,3,.000,1,2,.500,.425,1,2,3,1,0,0,1,1,5,2.5,-6.4,10,G,culveja01
48,Jarrett Culver,2020-02-03,20-348,MIN,@,SAC,L 109-113,*,18,1,5,.200,0,4,.000,1,1,1.000,0,0,,.300,0,1,1,1,2,0,1,1,3,1.5,-7.0,-25,G,culveja01
49,Jarrett Culver,2020-02-05,20-350,MIN,,ATL,L 120-127,*,30,3,9,.333,3,6,.500,0,3,.000,1,3,.333,.339,0,1,1,3,1,1,1,1,7,3.8,-6.9,-4,G,culveja01
50,Jarrett Culver,2020-02-08,20-353,MIN,,LAC,W 142-115,,23,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,1,1,2,1,1,1,2,4,5,0.7,-11.6,5,G,culveja01
51,Jarrett Culver,2020-02-10,20-355,MIN,@,TOR,L 126-137,,21,5,11,.455,3,7,.429,2,4,.500,3,4,.750,.588,2,1,3,0,1,1,1,1,15,10.9,2.8,3,G,culveja01
52,Jarrett Culver,2020-02-12,20-357,MIN,,CHO,L 108-115,,16,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,0,2,2,0,0,0,2,1,4,0.9,-13.8,2,G,culveja01
53,Jarrett Culver,2020-02-21,21-001,MIN,,BOS,L 117-127,,22,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,0,3,3,1,0,1,0,1,2,0.8,-11.1,-8,G,culveja01
54,Jarrett Culver,2020-02-23,21-003,MIN,@,DEN,L 116-128,,26,5,8,.625,2,4,.500,3,4,.750,1,4,.250,.717,1,2,3,5,1,0,3,0,14,12.0,6.2,-9,G,culveja01
55,Jarrett Culver,2020-02-24,21-004,MIN,@,DAL,L 123-139,,22,4,7,.571,3,5,.600,1,2,.500,4,7,.571,.645,2,4,6,0,0,0,2,1,13,8.7,-3.1,-13,G,culveja01
56,Jarrett Culver,2020-02-26,21-006,MIN,@,MIA,W 129-126,,21,4,9,.444,3,7,.429,1,2,.500,0,0,,.500,2,1,3,1,2,2,3,5,9,5.1,-5.1,-1,G,culveja01
57,Jarrett Culver,2020-02-28,21-008,MIN,@,ORL,L 125-136,,17,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,1,1,2,1,0,0,0,2,5,1.8,-11.2,-23,G,culveja01
58,Jarrett Culver,2020-03-01,21-010,MIN,,DAL,L 91-111,,25,5,10,.500,3,6,.500,2,4,.500,0,1,.000,.575,1,3,4,2,1,0,0,1,12,10.2,4.8,-11,G,culveja01
59,Jarrett Culver,2020-03-03,21-012,MIN,@,NOP,W 139-134,,19,5,8,.625,4,5,.800,1,3,.333,0,0,,.688,1,1,2,1,0,0,0,3,11,7.9,-2.2,2,G,culveja01
60,Jarrett Culver,2020-03-04,21-013,MIN,,CHI,W 115-108,,21,5,11,.455,2,5,.400,3,6,.500,0,0,,.591,0,5,5,0,0,0,0,2,13,8.0,-2.5,3,G,culveja01
61,Jarrett Culver,2020-03-06,21-015,MIN,,ORL,L 118-132,,27,3,7,.429,2,4,.500,1,3,.333,0,0,,.500,3,1,4,2,0,0,2,2,7,4.3,-8.7,11,G,culveja01
