Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Trae Young,2019-10-24,21-035,ATL,@,DET,W 117-100,*,37,11,21,.524,5,11,.455,6,10,.600,10,12,.833,.723,0,7,7,9,1,0,6,0,38,30.3,10.9,17,G,youngtr01
2,Trae Young,2019-10-26,21-037,ATL,,ORL,W 103-99,*,36,16,25,.640,11,15,.733,5,10,.500,2,4,.500,.729,0,7,7,9,2,0,5,2,39,31.7,17.6,14,G,youngtr01
3,Trae Young,2019-10-28,21-039,ATL,,PHI,L 103-105,*,34,7,20,.350,5,15,.333,2,5,.400,9,10,.900,.512,1,3,4,9,0,0,7,3,25,13.1,-2.6,1,G,youngtr01
4,Trae Young,2019-10-29,21-040,ATL,@,MIA,L 97-112,*,11,2,5,.400,1,2,.500,1,3,.333,0,0,,.500,1,1,2,2,1,0,2,0,5,3.7,-1.9,-4,G,youngtr01
5,Trae Young,2019-11-05,21-047,ATL,,SAS,W 108-100,*,30,10,23,.435,5,13,.385,5,10,.500,4,6,.667,.566,0,2,2,13,2,0,3,1,29,24.4,15.9,2,G,youngtr01
6,Trae Young,2019-11-06,21-048,ATL,,CHI,L 93-113,*,29,3,12,.250,3,4,.750,0,8,.000,3,3,1.000,.338,0,3,3,3,0,0,4,1,9,0.4,-14.6,-16,G,youngtr01
7,Trae Young,2019-11-08,21-050,ATL,,SAC,L 109-121,*,40,12,22,.545,9,12,.750,3,10,.300,3,3,1.000,.643,2,0,2,12,5,0,5,0,30,29.2,12.6,-6,G,youngtr01
8,Trae Young,2019-11-10,21-052,ATL,@,POR,L 113-124 (OT),*,43,9,30,.300,6,17,.353,3,13,.231,14,17,.824,.467,2,6,8,10,3,0,7,2,35,21.8,2.6,-17,G,youngtr01
9,Trae Young,2019-11-12,21-054,ATL,@,DEN,W 125-121,*,41,13,21,.619,5,8,.625,8,13,.615,8,11,.727,.813,0,4,4,11,0,1,6,1,42,34.5,12.9,7,G,youngtr01
10,Trae Young,2019-11-14,21-056,ATL,@,PHO,L 112-128,*,36,7,18,.389,6,12,.500,1,6,.167,6,7,.857,.498,0,1,1,13,2,0,5,2,21,16.4,-1.3,-17,G,youngtr01
11,Trae Young,2019-11-16,21-058,ATL,@,LAC,L 101-150,*,29,4,16,.250,2,9,.222,2,7,.286,10,12,.833,.470,0,5,5,6,1,0,3,2,20,12.5,-4.1,-30,G,youngtr01
12,Trae Young,2019-11-17,21-059,ATL,@,LAL,L 101-122,*,39,11,22,.500,9,14,.643,2,8,.250,7,8,.875,.607,0,3,3,7,2,0,8,1,31,19.0,1.3,-16,G,youngtr01
13,Trae Young,2019-11-20,21-062,ATL,,MIL,L 127-135,*,33,8,22,.364,7,17,.412,1,5,.200,8,10,.800,.473,1,1,2,8,3,0,2,0,25,19.6,1.3,-21,G,youngtr01
14,Trae Young,2019-11-22,21-064,ATL,@,DET,L 103-128,*,32,3,12,.250,2,5,.400,1,7,.143,2,2,1.000,.349,0,6,6,8,1,0,5,0,9,5.2,-13.0,-14,G,youngtr01
15,Trae Young,2019-11-23,21-065,ATL,,TOR,L 116-119,*,41,11,23,.478,7,12,.583,4,11,.364,4,4,1.000,.606,0,10,10,10,1,0,3,1,30,25.9,2.4,-4,G,youngtr01
16,Trae Young,2019-11-25,21-067,ATL,,MIN,L 113-125,*,35,11,28,.393,6,17,.353,5,11,.455,10,11,.909,.563,2,4,6,9,0,0,7,2,37,22.5,3.3,-7,G,youngtr01
17,Trae Young,2019-11-27,21-069,ATL,@,MIL,L 102-111,*,35,12,24,.500,9,17,.529,3,7,.429,2,2,1.000,.583,0,4,4,7,1,0,3,3,29,19.9,7.6,3,G,youngtr01
18,Trae Young,2019-11-29,21-071,ATL,@,IND,L 104-105 (OT),*,43,16,28,.571,8,13,.615,8,15,.533,9,9,1.000,.767,0,1,1,6,2,0,9,1,49,32.9,17.8,1,G,youngtr01
19,Trae Young,2019-11-30,21-072,ATL,@,HOU,L 111-158,*,31,10,16,.625,5,7,.714,5,9,.556,12,13,.923,.852,0,3,3,7,0,0,3,0,37,32.2,13.9,-24,G,youngtr01
