Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Spencer Dinwiddie,2019-10-23,26-200,BRK,,MIN,L 126-127 (OT),,19,6,13,.462,5,10,.500,1,3,.333,1,2,.500,.504,1,2,3,2,0,0,5,4,14,3.0,-13.1,-7,G,dinwisp01
2,Spencer Dinwiddie,2019-10-25,26-202,BRK,,NYK,W 113-109,,27,5,12,.417,3,5,.600,2,7,.286,8,10,.800,.610,0,2,2,5,0,1,2,4,20,14.0,3.3,2,G,dinwisp01
3,Spencer Dinwiddie,2019-10-27,26-204,BRK,@,MEM,L 133-134 (OT),,30,3,13,.231,1,6,.167,2,7,.286,8,10,.800,.460,1,2,3,8,1,1,1,4,16,13.3,2.3,-7,G,dinwisp01
4,Spencer Dinwiddie,2019-10-30,26-207,BRK,,IND,L 108-118,,27,7,17,.412,6,12,.500,1,5,.200,5,6,.833,.509,0,2,2,7,1,0,4,2,20,12.2,2.4,1,G,dinwisp01
5,Spencer Dinwiddie,2019-11-01,26-209,BRK,,HOU,W 123-116,,20,2,7,.286,2,5,.400,0,2,.000,1,2,.500,.317,0,1,1,2,1,1,2,4,5,0.3,-13.0,-14,G,dinwisp01
6,Spencer Dinwiddie,2019-11-02,26-210,BRK,@,DET,L 109-113,,25,5,10,.500,4,5,.800,1,5,.200,5,6,.833,.633,0,3,3,6,0,0,4,5,16,9.7,-1.8,10,G,dinwisp01
7,Spencer Dinwiddie,2019-11-04,26-212,BRK,,NOP,W 135-125,,21,3,8,.375,2,4,.500,1,4,.250,0,0,,.438,0,1,1,3,1,0,3,2,7,2.2,-11.1,3,G,dinwisp01
8,Spencer Dinwiddie,2019-11-08,26-216,BRK,@,POR,W 119-115,,35,11,18,.611,5,8,.625,6,10,.600,6,7,.857,.806,1,4,5,4,1,0,1,3,34,28.9,17.9,22,G,dinwisp01
9,Spencer Dinwiddie,2019-11-10,26-218,BRK,@,PHO,L 112-138,,26,6,16,.375,5,11,.455,1,5,.200,5,5,1.000,.495,0,3,3,6,1,0,1,2,18,13.5,0.8,-4,G,dinwisp01
10,Spencer Dinwiddie,2019-11-12,26-220,BRK,@,UTA,L 114-119,,24,7,16,.438,5,10,.500,2,6,.333,5,7,.714,.550,0,1,1,4,0,0,3,4,21,10.3,-1.4,5,G,dinwisp01
11,Spencer Dinwiddie,2019-11-14,26-222,BRK,@,DEN,L 93-101,,35,6,18,.333,5,11,.455,1,7,.143,4,5,.800,.421,0,1,1,4,1,0,0,5,17,8.5,-1.2,-3,G,dinwisp01
12,Spencer Dinwiddie,2019-11-16,26-224,BRK,@,CHI,W 117-111,*,30,5,11,.455,5,7,.714,0,4,.000,14,15,.933,.682,0,1,1,4,1,2,4,5,24,17.4,0.8,4,G,dinwisp01
13,Spencer Dinwiddie,2019-11-18,26-226,BRK,,IND,L 86-115,*,33,9,21,.429,5,13,.385,4,8,.500,6,7,.857,.581,0,5,5,8,1,1,3,2,28,21.5,12.3,-12,G,dinwisp01
14,Spencer Dinwiddie,2019-11-20,26-228,BRK,,CHO,W 101-91,*,37,7,18,.389,5,11,.455,2,7,.286,4,4,1.000,.506,0,4,4,8,2,0,2,4,20,15.4,4.2,17,G,dinwisp01
15,Spencer Dinwiddie,2019-11-22,26-230,BRK,,SAC,W 116-97,*,28,8,15,.533,8,10,.800,0,5,.000,7,7,1.000,.636,0,1,1,7,2,0,4,3,23,17.7,4.4,10,G,dinwisp01
16,Spencer Dinwiddie,2019-11-24,26-232,BRK,@,NYK,W 103-101,*,35,7,17,.412,4,9,.444,3,8,.375,13,14,.929,.648,0,4,4,4,0,0,0,2,30,23.7,8.6,8,G,dinwisp01
17,Spencer Dinwiddie,2019-11-25,26-233,BRK,@,CLE,W 108-106,*,33,10,24,.417,9,19,.474,1,5,.200,2,2,1.000,.462,0,1,1,9,0,3,1,3,23,16.7,1.0,-1,G,dinwisp01
18,Spencer Dinwiddie,2019-11-27,26-235,BRK,@,BOS,L 110-121,*,29,5,19,.263,3,11,.273,2,8,.250,4,5,.800,.377,0,3,3,11,0,0,1,3,16,10.7,-4.7,-5,G,dinwisp01
19,Spencer Dinwiddie,2019-11-29,26-237,BRK,,BOS,W 112-107,*,35,10,19,.526,4,11,.364,6,8,.750,6,6,1.000,.739,0,5,5,11,2,2,4,5,32,29.3,18.1,11,G,dinwisp01
20,Spencer Dinwiddie,2019-12-01,26-239,BRK,,MIA,L 106-109,*,34,10,21,.476,6,12,.500,4,9,.444,5,5,1.000,.625,0,6,6,4,1,0,4,3,29,18.7,4.0,4,G,dinwisp01
21,Spencer Dinwiddie,2019-12-04,26-242,BRK,@,ATL,W 130-118,*,34,10,23,.435,10,19,.526,0,4,.000,4,6,.667,.468,2,4,6,5,2,0,6,4,24,11.6,-10.0,4,G,dinwisp01
22,Spencer Dinwiddie,2019-12-06,26-244,BRK,@,CHO,W 111-104,*,33,4,13,.308,1,5,.200,3,8,.375,2,4,.500,.440,0,2,2,12,2,0,4,3,13,10.5,-3.6,4,G,dinwisp01
23,Spencer Dinwiddie,2019-12-08,26-246,BRK,,DEN,W 105-102,*,34,10,17,.588,10,14,.714,0,3,.000,4,5,.800,.625,0,4,4,8,0,0,3,3,24,18.3,3.2,10,G,dinwisp01
