Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Ish Smith,2019-10-23,31-110,WAS,@,DAL,L 100-108,*,24,3,9,.333,2,5,.400,1,4,.250,0,0,,.389,1,2,3,4,0,1,2,4,7,3.1,-4.8,-4,G,smithis01
2,Ish Smith,2019-10-25,31-112,WAS,@,OKC,W 97-85,*,33,2,8,.250,2,5,.400,0,3,.000,0,0,,.250,0,2,2,5,1,0,0,3,4,3.1,-4.3,7,G,smithis01
3,Ish Smith,2019-10-26,31-113,WAS,@,SAS,L 122-124,*,29,8,13,.615,6,10,.600,2,3,.667,1,2,.500,.684,2,3,5,4,1,0,1,1,19,17.4,4.4,-3,G,smithis01
4,Ish Smith,2019-10-30,31-117,WAS,,HOU,L 158-159,*,23,3,6,.500,3,4,.750,0,2,.000,0,2,.000,.436,0,1,1,3,0,0,1,2,6,2.8,-12.3,-7,G,smithis01
5,Ish Smith,2019-11-02,31-120,WAS,,MIN,L 109-131,*,31,3,8,.375,2,6,.333,1,2,.500,0,0,,.438,1,2,3,4,1,1,0,2,7,7.6,-3.9,-1,G,smithis01
6,Ish Smith,2019-11-04,31-122,WAS,,DET,W 115-99,,20,3,9,.333,3,7,.429,0,2,.000,0,0,,.333,0,2,2,5,0,0,2,1,6,2.6,-10.6,19,G,smithis01
7,Ish Smith,2019-11-06,31-124,WAS,@,IND,L 106-121,,28,1,5,.200,1,3,.333,0,2,.000,3,3,1.000,.396,2,3,5,7,1,1,3,4,5,6.2,-2.6,1,G,smithis01
8,Ish Smith,2019-11-08,31-126,WAS,,CLE,L 100-113,,19,3,4,.750,2,3,.667,1,1,1.000,0,0,,.875,0,1,1,3,0,0,0,1,7,7.4,3.6,-1,G,smithis01
9,Ish Smith,2019-11-13,31-131,WAS,@,BOS,L 133-140,,18,2,5,.400,2,5,.400,0,0,,0,0,,.400,1,2,3,2,0,1,1,1,4,3.3,-7.4,-3,G,smithis01
10,Ish Smith,2019-11-15,31-133,WAS,@,MIN,W 137-116,,21,0,5,.000,0,5,.000,0,0,,0,0,,.000,1,3,4,3,0,0,0,2,0,-0.6,-14.8,8,G,smithis01
11,Ish Smith,2019-11-17,31-135,WAS,@,ORL,L 121-125,,19,2,7,.286,2,5,.400,0,2,.000,0,0,,.286,0,4,4,5,1,1,1,0,4,5.3,-4.4,0,G,smithis01
12,Ish Smith,2019-11-20,31-138,WAS,,SAS,W 138-132,,24,9,12,.750,6,8,.750,3,4,.750,0,1,.000,.844,1,3,4,4,0,1,1,2,21,19.1,9.5,4,G,smithis01
13,Ish Smith,2019-11-22,31-140,WAS,,CHO,W 125-118,,27,4,8,.500,3,7,.429,1,1,1.000,1,2,.500,.563,1,3,4,6,3,1,2,0,10,13.1,4.8,10,G,smithis01
14,Ish Smith,2019-11-24,31-142,WAS,,SAC,L 106-113,,24,3,9,.333,2,5,.400,1,4,.250,0,0,,.389,0,5,5,3,1,0,2,0,7,4.5,-6.1,6,G,smithis01
15,Ish Smith,2019-11-26,31-144,WAS,@,DEN,L 104-117,,20,1,6,.167,1,4,.250,0,2,.000,0,0,,.167,0,3,3,3,0,0,0,1,2,0.8,-10.9,-6,G,smithis01
16,Ish Smith,2019-11-27,31-145,WAS,@,PHO,W 140-132,,26,8,11,.727,6,8,.750,2,3,.667,3,3,1.000,.852,0,4,4,7,3,0,2,1,21,23.2,13.2,1,G,smithis01
17,Ish Smith,2019-11-29,31-147,WAS,@,LAL,L 103-125,,26,6,14,.429,5,10,.500,1,4,.250,0,0,,.464,1,2,3,3,1,0,1,1,13,8.6,-1.6,-9,G,smithis01
18,Ish Smith,2019-12-01,31-149,WAS,@,LAC,L 125-150,,17,2,6,.333,2,5,.400,0,1,.000,0,0,,.333,0,1,1,3,1,0,2,3,4,0.8,-12.6,-20,G,smithis01
19,Ish Smith,2019-12-03,31-151,WAS,,ORL,L 120-127,,14,2,5,.400,1,2,.500,1,3,.333,0,0,,.500,0,0,0,1,1,0,0,4,5,2.4,-7.5,-9,G,smithis01
20,Ish Smith,2019-12-05,31-153,WAS,,PHI,W 119-113,*,34,7,11,.636,5,9,.556,2,2,1.000,3,4,.750,.745,0,1,1,8,0,0,0,0,19,19.6,8.8,14,G,smithis01
21,Ish Smith,2019-12-06,31-154,WAS,@,MIA,L 103-112,*,32,6,11,.545,4,7,.571,2,4,.500,1,1,1.000,.656,0,2,2,8,1,0,1,2,15,15.1,5.2,-3,G,smithis01
22,Ish Smith,2019-12-08,31-156,WAS,,LAC,L 119-135,*,31,6,15,.400,4,10,.400,2,5,.400,0,0,,.467,0,5,5,4,0,0,5,2,14,4.4,-12.2,-32,G,smithis01
23,Ish Smith,2019-12-10,31-158,WAS,@,CHO,L 107-114,*,38,6,13,.462,5,9,.556,1,4,.250,0,1,.000,.484,0,0,0,5,0,1,1,2,13,8.3,-6.7,-21,G,smithis01
