Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Nikola Jokić,2019-10-23,24-246,DEN,@,POR,W 108-100,*,24,8,14,.571,5,9,.556,3,5,.600,1,2,.500,.672,4,9,13,2,0,0,4,4,20,14.3,4.1,14,C-F,jokicni01
2,Nikola Jokić,2019-10-25,24-248,DEN,,PHO,W 108-107 (OT),*,41,8,18,.444,8,16,.500,0,2,.000,7,9,.778,.524,3,11,14,12,1,2,5,4,23,22.4,9.9,8,C-F,jokicni01
3,Nikola Jokić,2019-10-28,24-251,DEN,@,SAC,W 101-94,*,28,4,15,.267,4,10,.400,0,5,.000,1,1,1.000,.291,3,10,13,2,2,1,2,4,9,5.7,-4.9,-3,C-F,jokicni01
4,Nikola Jokić,2019-10-29,24-252,DEN,,DAL,L 106-109,*,33,4,8,.500,4,7,.571,0,1,.000,2,2,1.000,.563,2,8,10,10,3,0,4,3,10,14.6,8.0,15,C-F,jokicni01
5,Nikola Jokić,2019-10-31,24-254,DEN,@,NOP,L 107-122,*,27,5,6,.833,5,5,1.000,0,1,.000,3,3,1.000,.888,0,6,6,6,1,0,2,3,13,14.6,7.5,-16,C-F,jokicni01
6,Nikola Jokić,2019-11-02,24-256,DEN,@,ORL,W 91-87,*,31,7,14,.500,4,7,.571,3,7,.429,3,4,.750,.635,0,7,7,4,0,0,1,2,20,15.7,10.2,14,C-F,jokicni01
7,Nikola Jokić,2019-11-05,24-259,DEN,,MIA,W 109-89,*,23,4,12,.333,3,8,.375,1,4,.250,0,1,.000,.362,0,5,5,5,1,1,4,4,9,2.9,-7.4,11,C-F,jokicni01
8,Nikola Jokić,2019-11-08,24-262,DEN,,PHI,W 100-97,*,38,10,22,.455,8,13,.615,2,9,.222,4,5,.800,.537,2,8,10,6,2,2,1,4,26,23.0,8.7,18,C-F,jokicni01
9,Nikola Jokić,2019-11-10,24-264,DEN,@,MIN,W 100-98 (OT),*,36,9,23,.391,8,16,.500,1,7,.143,1,3,.333,.411,3,3,6,7,1,1,0,4,20,14.7,9.2,-2,C-F,jokicni01
10,Nikola Jokić,2019-11-12,24-266,DEN,,ATL,L 121-125,*,31,7,19,.368,6,11,.545,1,8,.125,5,6,.833,.462,1,5,6,7,3,0,2,2,20,16.4,3.4,-2,C-F,jokicni01
11,Nikola Jokić,2019-11-14,24-268,DEN,,BRK,W 101-93,*,28,8,14,.571,6,9,.667,2,5,.400,0,0,,.643,2,8,10,3,0,0,0,4,18,15.7,9.0,-2,C-F,jokicni01
12,Nikola Jokić,2019-11-17,24-271,DEN,@,MEM,W 131-114,*,26,4,7,.571,3,4,.750,1,3,.333,0,0,,.643,0,5,5,8,0,0,2,3,9,9.6,-0.4,22,C-F,jokicni01
13,Nikola Jokić,2019-11-20,24-274,DEN,,HOU,W 105-95,*,32,12,19,.632,10,15,.667,2,4,.500,1,1,1.000,.694,5,7,12,4,0,0,7,5,27,17.9,3.3,7,C-F,jokicni01
