Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Pascal Siakam,2019-10-22,25-203,TOR,,NOP,W 130-122 (OT),*,38,11,26,.423,9,21,.429,2,5,.400,10,11,.909,.551,6,12,18,5,0,1,4,6,34,25.4,6.9,5,F-C,siakapa01
2,Pascal Siakam,2019-10-25,25-206,TOR,@,BOS,L 106-112,*,36,11,22,.500,6,15,.400,5,7,.714,6,6,1.000,.670,2,6,8,2,0,0,5,2,33,20.8,5.5,-2,F-C,siakapa01
3,Pascal Siakam,2019-10-26,25-207,TOR,@,CHI,W 108-84,*,28,7,15,.467,6,10,.600,1,5,.200,4,4,1.000,.567,1,5,6,4,1,0,4,5,19,11.3,-0.8,22,F-C,siakapa01
4,Pascal Siakam,2019-10-28,25-209,TOR,,ORL,W 104-95,*,36,9,16,.563,8,12,.667,1,4,.250,5,5,1.000,.659,1,8,9,3,0,0,3,5,24,16.6,4.4,9,F-C,siakapa01
5,Pascal Siakam,2019-10-30,25-211,TOR,,DET,W 125-113,*,30,13,21,.619,10,15,.667,3,6,.500,1,1,1.000,.700,0,5,5,5,2,0,2,3,30,24.3,9.0,20,F-C,siakapa01
6,Pascal Siakam,2019-11-02,25-214,TOR,@,MIL,L 105-115,*,32,7,19,.368,5,13,.385,2,6,.333,0,0,,.421,1,4,5,1,1,0,1,6,16,5.7,-6.8,5,F-C,siakapa01
7,Pascal Siakam,2019-11-06,25-218,TOR,,SAC,W 124-120,*,37,8,13,.615,8,10,.800,0,3,.000,7,8,.875,.696,1,12,13,5,2,0,3,1,23,23.1,4.0,9,F-C,siakapa01
8,Pascal Siakam,2019-11-08,25-220,TOR,@,NOP,W 122-104,*,39,17,28,.607,12,18,.667,5,10,.500,5,5,1.000,.728,3,7,10,4,0,0,4,4,44,32.6,11.8,6,F-C,siakapa01
9,Pascal Siakam,2019-11-10,25-222,TOR,@,LAL,W 113-104,*,42,9,25,.360,8,17,.471,1,8,.125,5,8,.625,.421,2,9,11,4,1,3,3,2,24,15.1,-1.7,15,F-C,siakapa01
10,Pascal Siakam,2019-11-11,25-223,TOR,@,LAC,L 88-98,*,44,6,17,.353,5,11,.455,1,6,.167,3,6,.500,.407,1,9,10,6,0,1,1,3,16,11.4,0.3,-6,F-C,siakapa01
