Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Devonte' Graham,2019-10-23,24-243,CHO,,CHI,W 126-125,,27,7,9,.778,1,2,.500,6,7,.857,3,3,1.000,1.114,1,3,4,8,0,0,1,3,23,24.5,17.7,14,G,grahade01
2,Devonte' Graham,2019-10-25,24-245,CHO,,MIN,L 99-121,,28,8,15,.533,2,6,.333,6,9,.667,2,4,.500,.716,0,2,2,4,0,0,3,3,24,15.1,5.7,-26,G,grahade01
3,Devonte' Graham,2019-10-27,24-247,CHO,@,LAL,L 101-120,,28,1,13,.077,0,7,.000,1,6,.167,6,6,1.000,.288,1,2,3,5,0,0,1,1,9,3.7,-10.2,-11,G,grahade01
4,Devonte' Graham,2019-10-28,24-248,CHO,@,LAC,L 96-111,,32,5,11,.455,3,5,.600,2,6,.333,2,2,1.000,.589,0,1,1,12,0,1,3,2,14,13.9,4.6,3,G,grahade01
5,Devonte' Graham,2019-10-30,24-250,CHO,@,SAC,W 118-111,,31,4,7,.571,2,2,1.000,2,5,.400,2,2,1.000,.761,0,5,5,9,0,0,3,1,12,13.1,-0.2,3,G,grahade01
6,Devonte' Graham,2019-11-02,24-253,CHO,@,GSW,W 93-87,,31,1,8,.125,1,5,.200,0,3,.000,2,2,1.000,.225,2,6,8,3,1,0,5,0,4,0.1,-14.3,6,G,grahade01
7,Devonte' Graham,2019-11-05,24-256,CHO,,IND,W 122-120 (OT),,42,10,21,.476,6,12,.500,4,9,.444,11,15,.733,.634,0,4,4,6,3,0,2,2,35,28.3,9.6,14,G,grahade01
8,Devonte' Graham,2019-11-07,24-258,CHO,,BOS,L 87-108,,30,5,14,.357,3,4,.750,2,10,.200,3,5,.600,.463,1,3,4,9,2,0,2,3,15,13.1,5.3,-12,G,grahade01
9,Devonte' Graham,2019-11-09,24-260,CHO,,NOP,L 110-115,,31,5,14,.357,1,4,.250,4,10,.400,10,13,.769,.609,2,3,5,10,2,0,4,2,24,21.5,10.8,4,G,grahade01
10,Devonte' Graham,2019-11-10,24-261,CHO,@,PHI,L 106-114,,34,6,15,.400,2,7,.286,4,8,.500,3,4,.750,.567,0,0,0,10,1,0,2,1,19,16.1,4.0,9,G,grahade01
11,Devonte' Graham,2019-11-13,24-264,CHO,,MEM,L 117-119,*,34,7,19,.368,3,9,.333,4,10,.400,1,1,1.000,.489,1,0,1,4,0,1,5,2,19,6.9,-11.1,-11,G,grahade01
12,Devonte' Graham,2019-11-15,24-266,CHO,,DET,W 109-106,*,38,8,23,.348,6,11,.545,2,12,.167,0,0,,.391,3,2,5,10,0,0,1,2,18,13.0,-3.1,8,G,grahade01
13,Devonte' Graham,2019-11-16,24-267,CHO,@,NYK,W 103-102,*,36,10,19,.526,1,3,.333,9,16,.563,0,0,,.763,1,3,4,2,0,0,5,2,29,16.9,4.7,1,G,grahade01
14,Devonte' Graham,2019-11-18,24-269,CHO,@,TOR,L 96-132,*,26,4,9,.444,1,2,.500,3,7,.429,0,0,,.611,1,1,2,5,1,0,4,2,11,7.0,-5.1,-15,G,grahade01
15,Devonte' Graham,2019-11-20,24-271,CHO,@,BRK,L 91-101,*,38,5,16,.313,1,6,.167,4,10,.400,3,4,.750,.479,1,2,3,6,0,0,5,0,17,7.9,-4.4,-6,G,grahade01
16,Devonte' Graham,2019-11-22,24-273,CHO,@,WAS,L 118-125,*,36,8,15,.533,5,6,.833,3,9,.333,0,0,,.633,0,6,6,7,2,1,4,0,19,17.1,1.3,7,G,grahade01
17,Devonte' Graham,2019-11-23,24-274,CHO,,CHI,L 115-116,*,39,6,13,.462,2,4,.500,4,9,.444,2,2,1.000,.648,0,2,2,10,0,0,6,3,18,11.7,-5.2,-10,G,grahade01
18,Devonte' Graham,2019-11-25,24-276,CHO,@,MIA,L 100-117,*,34,4,14,.286,4,10,.400,0,4,.000,8,10,.800,.435,2,1,3,8,0,0,6,3,16,7.1,-10.9,-17,G,grahade01
19,Devonte' Graham,2019-11-27,24-278,CHO,,DET,W 102-101,*,37,6,15,.400,3,9,.333,3,6,.500,1,1,1.000,.518,0,7,7,15,0,0,1,1,16,19.1,5.3,5,G,grahade01
20,Devonte' Graham,2019-11-29,24-280,CHO,@,DET,W 110-107,*,37,6,14,.429,2,7,.286,4,7,.571,0,0,,.571,0,1,1,8,0,2,2,0,16,13.9,-0.5,6,G,grahade01
21,Devonte' Graham,2019-11-30,24-281,CHO,@,MIL,L 96-137,*,29,10,18,.556,6,9,.667,4,9,.444,0,0,,.667,1,3,4,5,0,0,1,1,24,19.1,9.9,-13,G,grahade01
22,Devonte' Graham,2019-12-02,24-283,CHO,,PHO,L 104-109,*,39,5,19,.263,4,9,.444,1,10,.100,4,4,1.000,.361,2,2,4,13,0,0,4,1,15,10.4,-5.4,-1,G,grahade01
23,Devonte' Graham,2019-12-04,24-285,CHO,,GSW,W 106-91,*,36,10,22,.455,0,6,.000,10,16,.625,3,3,1.000,.708,3,4,7,9,2,0,2,4,33,29.6,17.4,7,G,grahade01
24,Devonte' Graham,2019-12-06,24-287,CHO,,BRK,L 104-111,*,34,8,19,.421,2,8,.250,6,11,.545,7,8,.875,.644,1,2,3,8,1,0,4,1,29,22.0,8.6,6,G,grahade01
25,Devonte' Graham,2019-12-08,24-289,CHO,,ATL,L 107-122,*,34,4,17,.235,2,9,.222,2,8,.250,2,4,.500,.320,4,2,6,8,2,0,1,1,12,10.5,-3.9,-22,G,grahade01
26,Devonte' Graham,2019-12-10,24-291,CHO,,WAS,W 114-107,*,36,9,19,.474,3,8,.375,6,11,.545,5,6,.833,.670,0,1,1,6,2,1,1,5,29,23.1,12.2,18,G,grahade01
27,Devonte' Graham,2019-12-11,24-292,CHO,@,BRK,W 113-108,*,37,12,21,.571,5,9,.556,7,12,.583,9,11,.818,.774,2,3,5,5,0,0,2,2,40,32.3,17.5,6,G,grahade01
28,Devonte' Graham,2019-12-13,24-294,CHO,@,CHI,W 83-73,*,37,4,14,.286,2,5,.400,2,9,.222,6,6,1.000,.481,0,5,5,7,3,0,7,3,16,9.0,-1.4,9,G,grahade01
29,Devonte' Graham,2019-12-15,24-296,CHO,@,IND,L 85-107,*,37,3,18,.167,0,4,.000,3,14,.214,3,6,.500,.291,0,6,6,4,2,2,3,2,12,3.6,-4.0,-27,G,grahade01
30,Devonte' Graham,2019-12-17,24-298,CHO,,SAC,W 110-102,*,38,4,15,.267,0,4,.000,4,11,.364,3,4,.750,.447,1,3,4,7,1,1,2,1,15,11.5,-2.2,-6,G,grahade01
31,Devonte' Graham,2019-12-18,24-299,CHO,@,CLE,L 98-100,*,38,3,16,.188,1,7,.143,2,9,.222,1,2,.500,.267,1,0,1,9,2,1,2,3,9,5.1,-8.2,-10,G,grahade01
32,Devonte' Graham,2019-12-21,24-302,CHO,,UTA,L 107-114,*,38,7,22,.318,2,9,.222,5,13,.385,3,3,1.000,.472,1,2,3,4,0,0,4,2,22,8.7,-8.7,5,G,grahade01
33,Devonte' Graham,2019-12-22,24-303,CHO,@,BOS,L 93-119,*,32,6,17,.353,0,4,.000,6,13,.462,5,7,.714,.573,0,4,4,10,0,0,0,1,23,20.5,10.3,-3,G,grahade01
34,Devonte' Graham,2019-12-27,24-308,CHO,,OKC,L 102-104 (OT),*,46,6,21,.286,3,8,.375,3,13,.231,0,0,,.357,1,8,9,13,1,0,5,2,15,10.1,-2.8,4,G,grahade01
35,Devonte' Graham,2019-12-29,24-310,CHO,@,MEM,L 104-117,*,35,5,18,.278,2,6,.333,3,12,.250,3,3,1.000,.414,1,3,4,10,2,0,1,4,16,13.4,1.1,-18,G,grahade01
36,Devonte' Graham,2019-12-31,24-312,CHO,,BOS,L 92-109,*,38,3,12,.250,0,3,.000,3,9,.333,2,2,1.000,.427,0,4,4,7,1,1,3,3,11,7.4,-4.4,-7,G,grahade01
37,Devonte' Graham,2020-01-02,24-314,CHO,@,CLE,W 109-106,*,41,3,8,.375,0,1,.000,3,7,.429,7,7,1.000,.722,0,2,2,11,1,0,4,3,16,15.7,-0.1,17,G,grahade01
38,Devonte' Graham,2020-01-04,24-316,CHO,@,DAL,W 123-120 (OT),*,44,8,17,.471,6,9,.667,2,8,.250,9,9,1.000,.644,0,2,2,13,1,1,3,1,27,26.3,7.2,4,G,grahade01
39,Devonte' Graham,2020-01-06,24-318,CHO,,IND,L 104-115,*,34,7,15,.467,4,8,.500,3,7,.429,5,6,.833,.624,0,5,5,6,0,0,3,0,22,16.6,1.4,-8,G,grahade01
40,Devonte' Graham,2020-01-08,24-320,CHO,,TOR,L 110-112 (OT),*,42,3,15,.200,0,6,.000,3,9,.333,2,2,1.000,.346,0,5,5,6,1,0,3,2,11,4.6,-11.3,-15,G,grahade01
41,Devonte' Graham,2020-01-10,24-322,CHO,@,UTA,L 92-109,*,25,2,9,.222,2,5,.400,0,4,.000,0,0,,.222,0,2,2,5,1,0,5,0,4,-1.4,-17.6,-29,G,grahade01
42,Devonte' Graham,2020-01-12,24-324,CHO,@,PHO,L 92-100,*,36,7,18,.389,3,5,.600,4,13,.308,4,5,.800,.545,1,0,1,8,3,1,2,3,22,18.6,9.8,-6,G,grahade01
43,Devonte' Graham,2020-01-13,24-325,CHO,@,POR,L 112-115,*,36,9,17,.529,1,4,.250,8,13,.615,1,1,1.000,.774,1,2,3,10,1,0,2,3,27,24.8,12.9,4,G,grahade01
44,Devonte' Graham,2020-01-15,24-327,CHO,@,DEN,L 86-100,*,37,4,11,.364,1,2,.500,3,9,.333,3,4,.750,.549,0,2,2,4,0,0,3,1,14,7.5,-5.7,-28,G,grahade01
45,Devonte' Graham,2020-01-20,24-332,CHO,,ORL,L 83-106,*,36,5,17,.294,1,5,.200,4,12,.333,1,1,1.000,.430,0,2,2,6,0,0,2,2,15,7.1,-4.5,-16,G,grahade01
46,Devonte' Graham,2020-01-24,24-336,CHO,,MIL,L 103-116,*,32,6,13,.462,2,4,.500,4,9,.444,3,3,1.000,.663,0,7,7,4,1,0,3,5,19,13.2,2.2,-4,G,grahade01
47,Devonte' Graham,2020-01-28,24-340,CHO,,NYK,W 97-92,*,35,1,8,.125,1,2,.500,0,6,.000,3,6,.500,.235,0,0,0,10,0,0,3,1,5,2.2,-10.3,7,G,grahade01
48,Devonte' Graham,2020-01-30,24-342,CHO,@,WAS,L 107-121,*,35,4,13,.308,1,2,.500,3,11,.273,0,0,,.423,0,3,3,8,3,0,1,1,11,11.6,-1.7,-11,G,grahade01
49,Devonte' Graham,2020-02-01,24-344,CHO,@,SAS,L 90-114,*,37,3,11,.273,1,3,.333,2,8,.250,0,0,,.364,0,1,1,9,2,0,5,2,8,4.3,-9.5,-9,G,grahade01
50,Devonte' Graham,2020-02-03,24-346,CHO,,ORL,L 100-112,*,36,6,13,.462,3,4,.750,3,9,.333,0,0,,.577,1,1,2,5,1,0,3,4,15,9.2,-5.4,-3,G,grahade01
51,Devonte' Graham,2020-02-04,24-347,CHO,@,HOU,L 110-125,*,35,5,11,.455,0,1,.000,5,10,.500,1,2,.500,.673,0,4,4,10,0,0,2,2,16,15.3,3.4,2,G,grahade01
52,Devonte' Graham,2020-02-08,24-351,CHO,,DAL,L 100-116,*,35,10,20,.500,7,10,.700,3,10,.300,3,3,1.000,.610,2,2,4,10,1,0,1,1,26,24.6,13.1,-4,G,grahade01
53,Devonte' Graham,2020-02-10,24-353,CHO,@,DET,W 87-76,*,35,6,17,.353,5,8,.625,1,9,.111,1,2,.500,.391,2,5,7,11,2,1,1,1,14,16.0,9.4,24,G,grahade01
54,Devonte' Graham,2020-02-12,24-355,CHO,@,MIN,W 115-108,*,35,9,20,.450,4,9,.444,5,11,.455,5,7,.714,.607,0,4,4,8,0,0,4,1,28,19.2,2.6,-5,G,grahade01
55,Devonte' Graham,2020-02-20,24-363,CHO,@,CHI,W 103-93,*,33,0,7,.000,0,2,.000,0,5,.000,0,0,,.000,0,2,2,7,2,0,4,1,0,-1.8,-14.2,-7,G,grahade01
56,Devonte' Graham,2020-02-22,25-000,CHO,,BRK,L 86-115,*,27,1,10,.100,1,7,.143,0,3,.000,4,4,1.000,.255,0,1,1,2,2,1,2,1,6,1.4,-11.2,-17,G,grahade01
57,Devonte' Graham,2020-02-26,25-004,CHO,,NYK,W 107-101,*,34,7,18,.389,5,9,.556,2,9,.222,5,6,.833,.509,1,0,1,5,1,0,2,1,21,13.6,-1.9,3,G,grahade01
58,Devonte' Graham,2020-02-28,25-006,CHO,@,TOR,W 99-96,*,35,5,13,.385,1,3,.333,4,10,.400,4,6,.667,.575,0,4,4,5,0,0,5,3,18,8.6,-4.4,-11,G,grahade01
59,Devonte' Graham,2020-03-01,25-008,CHO,,MIL,L 85-93,*,32,7,18,.389,4,10,.400,3,8,.375,0,1,.000,.461,0,2,2,3,1,0,0,2,17,9.7,2.0,-14,G,grahade01
60,Devonte' Graham,2020-03-05,25-012,CHO,,DEN,L 112-114,*,34,8,15,.533,5,6,.833,3,9,.333,5,5,1.000,.698,0,1,1,7,1,0,3,2,24,19.1,4.4,5,G,grahade01
61,Devonte' Graham,2020-03-07,25-014,CHO,,HOU,W 108-99,*,32,7,12,.583,3,4,.750,4,8,.500,5,5,1.000,.810,0,0,0,6,1,0,3,1,23,19.2,8.5,18,G,grahade01
62,Devonte' Graham,2020-03-09,25-016,CHO,@,ATL,L 138-143 (2OT),*,46,9,26,.346,5,12,.417,4,14,.286,5,5,1.000,.479,0,4,4,10,4,0,0,2,27,23.8,-0.1,-5,G,grahade01
63,Devonte' Graham,2020-03-11,25-018,CHO,@,MIA,W 109-98,*,37,11,19,.579,3,8,.375,8,11,.727,0,0,,.789,0,1,1,6,1,0,5,0,30,21.6,9.6,3,G,grahade01
1,P.J. Washington,2020-12-23,22-122,CHO,@,CLE,L 114-121,*,21,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,.340,0,2,2,2,0,1,0,1,4,3.2,-7.8,-17,F,washipj01
2,P.J. Washington,2020-12-26,22-125,CHO,,OKC,L 107-109,*,29,7,15,.467,6,12,.500,1,3,.333,3,6,.500,.510,2,6,8,1,2,3,2,3,18,13.9,1.6,-7,F,washipj01
3,P.J. Washington,2020-12-27,22-126,CHO,,BRK,W 106-104,*,35,6,16,.375,6,14,.429,0,2,.000,2,6,.333,.376,6,6,12,5,2,0,3,5,14,10.1,-3.6,7,F,washipj01
4,P.J. Washington,2020-12-30,22-129,CHO,@,DAL,W 118-99,*,18,4,6,.667,3,4,.750,1,2,.500,2,2,1.000,.799,1,1,2,3,0,0,2,5,11,7.5,3.1,23,F,washipj01
5,P.J. Washington,2021-01-01,22-131,CHO,,MEM,L 93-108,*,23,3,6,.500,1,2,.500,2,4,.500,2,4,.500,.644,0,4,4,0,1,0,6,3,10,1.2,-10.9,-18,F,washipj01
6,P.J. Washington,2021-01-02,22-132,CHO,@,PHI,L 112-127,*,22,2,8,.250,1,6,.167,1,2,.500,4,4,1.000,.461,4,1,5,2,2,0,1,2,9,8.9,-3.2,-15,F,washipj01
7,P.J. Washington,2021-01-04,22-134,CHO,@,PHI,L 101-118,*,27,4,10,.400,2,5,.400,2,5,.400,2,2,1.000,.551,1,7,8,5,0,0,1,5,12,9.9,2.0,-3,F,washipj01
8,P.J. Washington,2021-01-06,22-136,CHO,@,ATL,W 102-94,*,38,3,8,.375,2,6,.333,1,2,.500,2,2,1.000,.507,0,10,10,4,2,3,3,1,9,11.1,1.8,16,F,washipj01
9,P.J. Washington,2021-01-08,22-138,CHO,@,NOP,W 118-110,*,28,3,8,.375,2,4,.500,1,4,.250,2,4,.500,.461,2,2,4,5,2,2,1,3,9,10.5,3.3,-10,F,washipj01
10,P.J. Washington,2021-01-09,22-139,CHO,,ATL,W 113-105,*,36,7,11,.636,5,7,.714,2,4,.500,6,6,1.000,.806,0,7,7,1,0,6,1,4,22,21.5,8.4,5,F,washipj01
11,P.J. Washington,2021-01-11,22-141,CHO,,NYK,W 109-88,*,31,4,11,.364,2,6,.333,2,5,.400,3,4,.750,.509,2,3,5,2,0,1,1,2,13,9.1,-3.9,17,F,washipj01
12,P.J. Washington,2021-01-13,22-143,CHO,,DAL,L 93-104,*,32,6,17,.353,4,10,.400,2,7,.286,2,2,1.000,.447,3,7,10,6,1,0,2,4,16,12.3,2.4,-15,F,washipj01
13,P.J. Washington,2021-01-14,22-144,CHO,@,TOR,L 108-111,*,33,7,14,.500,6,11,.545,1,3,.333,5,6,.833,.601,3,8,11,1,1,2,3,4,20,15.6,-2.5,3,F,washipj01
