Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Shai Gilgeous-Alexander,2019-10-23,21-103,OKC,@,UTA,L 95-100,*,37,10,23,.435,7,16,.438,3,7,.429,3,6,.500,.507,0,2,2,1,1,0,1,2,26,13.2,3.3,-12,G,gilgesh01
2,Shai Gilgeous-Alexander,2019-10-25,21-105,OKC,,WAS,L 85-97,*,36,10,17,.588,8,13,.615,2,4,.500,6,8,.750,.682,0,7,7,4,2,3,2,2,28,25.5,18.2,-1,G,gilgesh01
3,Shai Gilgeous-Alexander,2019-10-27,21-107,OKC,,GSW,W 120-92,*,30,8,14,.571,7,9,.778,1,5,.200,2,4,.500,.603,0,9,9,4,0,2,3,1,19,15.1,2.6,27,G,gilgesh01
4,Shai Gilgeous-Alexander,2019-10-28,21-108,OKC,@,HOU,L 112-116,*,36,8,21,.381,6,15,.400,2,6,.333,4,4,1.000,.483,3,6,9,4,0,0,0,2,22,16.4,2.4,5,G,gilgesh01
5,Shai Gilgeous-Alexander,2019-10-30,21-110,OKC,,POR,L 99-102,*,36,3,13,.231,3,11,.273,0,2,.000,7,10,.700,.374,3,5,8,3,1,0,4,2,13,5.8,-5.3,-12,G,gilgesh01
6,Shai Gilgeous-Alexander,2019-11-02,21-113,OKC,,NOP,W 115-104,*,36,8,14,.571,5,9,.556,3,5,.600,4,5,.800,.710,1,7,8,4,0,1,1,0,23,21.3,8.7,12,G,gilgesh01
7,Shai Gilgeous-Alexander,2019-11-05,21-116,OKC,,ORL,W 102-94,*,36,9,14,.643,6,9,.667,3,5,.600,3,4,.750,.761,0,3,3,2,1,1,1,1,24,20.0,10.6,14,G,gilgesh01
8,Shai Gilgeous-Alexander,2019-11-07,21-118,OKC,@,SAS,L 112-121,*,34,9,18,.500,9,17,.529,0,1,.000,3,3,1.000,.543,0,1,1,3,0,0,2,1,21,12.0,-6.8,-9,G,gilgesh01
9,Shai Gilgeous-Alexander,2019-11-09,21-120,OKC,,GSW,W 114-108,*,37,6,15,.400,6,12,.500,0,3,.000,0,0,,.400,1,4,5,3,0,0,3,2,12,4.1,-13.6,-2,G,gilgesh01
10,Shai Gilgeous-Alexander,2019-11-10,21-121,OKC,,MIL,L 119-121,*,37,9,19,.474,5,13,.385,4,6,.667,0,0,,.579,1,5,6,6,2,0,2,1,22,18.3,4.1,-8,G,gilgesh01
11,Shai Gilgeous-Alexander,2019-11-12,21-123,OKC,@,IND,L 85-111,*,28,3,12,.250,2,9,.222,1,3,.333,4,4,1.000,.400,3,3,6,0,1,0,3,1,11,4.4,-8.1,-19,G,gilgesh01
12,Shai Gilgeous-Alexander,2019-11-15,21-126,OKC,,PHI,W 127-119 (OT),*,40,9,19,.474,8,16,.500,1,3,.333,5,6,.833,.555,0,2,2,3,2,0,2,2,24,15.8,-2.0,1,G,gilgesh01
13,Shai Gilgeous-Alexander,2019-11-18,21-129,OKC,@,LAC,L 88-90,*,31,4,10,.400,3,6,.500,1,4,.250,2,2,1.000,.506,0,1,1,0,1,0,5,5,11,-0.1,-12.3,0,G,gilgesh01
14,Shai Gilgeous-Alexander,2019-11-19,21-130,OKC,@,LAL,L 107-112,*,36,5,16,.313,3,10,.300,2,6,.333,4,4,1.000,.450,1,4,5,4,1,1,2,0,16,11.2,-0.8,-9,G,gilgesh01
15,Shai Gilgeous-Alexander,2019-11-22,21-133,OKC,,LAL,L 127-130,*,36,10,18,.556,8,16,.500,2,2,1.000,2,2,1.000,.636,1,6,7,4,1,1,2,1,24,20.0,3.9,-3,G,gilgesh01
16,Shai Gilgeous-Alexander,2019-11-25,21-136,OKC,@,GSW,W 100-97,*,32,5,12,.417,5,12,.417,0,0,,2,2,1.000,.466,0,5,5,3,2,1,3,3,12,7.7,-5.2,13,G,gilgesh01
17,Shai Gilgeous-Alexander,2019-11-27,21-138,OKC,@,POR,L 119-136,*,30,4,10,.400,4,8,.500,0,2,.000,3,5,.600,.451,0,2,2,5,0,0,0,4,11,7.3,-6.1,-26,G,gilgesh01
18,Shai Gilgeous-Alexander,2019-11-29,21-140,OKC,,NOP,W 109-104,*,33,4,13,.308,3,7,.429,1,6,.167,1,2,.500,.360,0,1,1,3,2,0,4,3,10,1.3,-11.6,3,G,gilgesh01
19,Shai Gilgeous-Alexander,2019-12-01,21-142,OKC,@,NOP,W 107-104,*,33,5,17,.294,3,9,.333,2,8,.250,5,6,.833,.433,1,8,9,2,1,0,2,2,17,9.4,-4.5,5,G,gilgesh01
20,Shai Gilgeous-Alexander,2019-12-04,21-145,OKC,,IND,L 100-107,*,36,7,19,.368,6,12,.500,1,7,.143,1,1,1.000,.412,0,3,3,3,1,0,2,1,16,7.1,-7.2,-19,G,gilgesh01
21,Shai Gilgeous-Alexander,2019-12-06,21-147,OKC,,MIN,W 139-127 (OT),*,42,8,13,.615,7,12,.583,1,1,1.000,12,12,1.000,.793,1,4,5,2,1,0,3,2,29,23.6,3.1,9,G,gilgesh01
22,Shai Gilgeous-Alexander,2019-12-08,21-149,OKC,@,POR,W 108-96,*,38,5,14,.357,3,10,.300,2,4,.500,9,12,.750,.545,0,9,9,3,1,0,1,2,21,16.0,5.0,6,G,gilgesh01
23,Shai Gilgeous-Alexander,2019-12-09,21-150,OKC,@,UTA,W 104-90,*,33,7,20,.350,5,15,.333,2,5,.400,4,6,.667,.442,0,6,6,3,2,0,1,2,20,12.1,-0.6,5,G,gilgesh01
24,Shai Gilgeous-Alexander,2019-12-11,21-152,OKC,@,SAC,L 93-94,*,36,4,11,.364,4,10,.400,0,1,.000,6,8,.750,.482,0,4,4,4,1,1,3,3,14,8.6,-3.8,-3,G,gilgesh01
25,Shai Gilgeous-Alexander,2019-12-14,21-155,OKC,@,DEN,L 102-110,*,38,7,13,.538,7,12,.583,0,1,.000,2,2,1.000,.576,0,4,4,3,0,0,2,4,16,9.4,-2.6,-5,G,gilgesh01
26,Shai Gilgeous-Alexander,2019-12-16,21-157,OKC,,CHI,W 109-106,*,34,1,3,.333,1,2,.500,0,1,.000,5,8,.625,.537,0,3,3,2,1,0,5,0,7,2.4,-8.4,-1,G,gilgesh01
27,Shai Gilgeous-Alexander,2019-12-18,21-159,OKC,,MEM,W 126-122,*,39,7,16,.438,7,13,.538,0,3,.000,6,6,1.000,.536,2,7,9,1,2,2,1,1,20,17.8,-0.1,14,G,gilgesh01
28,Shai Gilgeous-Alexander,2019-12-20,21-161,OKC,,PHO,W 126-108,*,36,13,18,.722,11,16,.688,2,2,1.000,4,5,.800,.792,0,4,4,3,1,0,0,2,32,27.7,12.2,11,G,gilgesh01
29,Shai Gilgeous-Alexander,2019-12-22,21-163,OKC,,LAC,W 118-112,*,34,12,25,.480,10,22,.455,2,3,.667,6,6,1.000,.579,0,3,3,5,2,0,2,2,32,22.9,7.4,16,G,gilgesh01
30,Shai Gilgeous-Alexander,2019-12-26,21-167,OKC,,MEM,L 97-110,*,37,8,19,.421,7,13,.538,1,6,.167,4,4,1.000,.506,0,3,3,1,3,0,1,0,21,14.5,-0.1,-9,G,gilgesh01
31,Shai Gilgeous-Alexander,2019-12-27,21-168,OKC,@,CHO,W 104-102 (OT),*,36,10,17,.588,9,16,.563,1,1,1.000,6,8,.750,.658,1,3,4,1,2,0,1,1,27,21.2,9.7,-1,G,gilgesh01
32,Shai Gilgeous-Alexander,2019-12-29,21-170,OKC,@,TOR,W 98-97,*,39,12,21,.571,9,16,.563,3,5,.600,5,6,.833,.677,2,5,7,2,3,0,3,1,32,25.6,12.0,-6,G,gilgesh01
33,Shai Gilgeous-Alexander,2019-12-31,21-172,OKC,,DAL,W 106-101,*,35,6,15,.400,6,13,.462,0,2,.000,7,8,.875,.513,2,8,10,3,2,1,0,1,19,18.7,9.2,4,G,gilgesh01
34,Shai Gilgeous-Alexander,2020-01-02,21-174,OKC,@,SAS,W 109-103,*,36,10,18,.556,8,14,.571,2,4,.500,3,4,.750,.633,0,7,7,5,1,2,1,1,25,22.6,11.0,15,G,gilgesh01
35,Shai Gilgeous-Alexander,2020-01-04,21-176,OKC,@,CLE,W 121-106,*,34,9,14,.643,9,11,.818,0,3,.000,2,2,1.000,.672,0,7,7,0,2,0,2,2,20,15.1,0.3,16,G,gilgesh01
36,Shai Gilgeous-Alexander,2020-01-06,21-178,OKC,@,PHI,L 113-120,*,37,6,13,.462,6,10,.600,0,3,.000,2,5,.400,.461,2,7,9,2,0,0,0,1,14,10.6,-2.1,-13,G,gilgesh01
37,Shai Gilgeous-Alexander,2020-01-07,21-179,OKC,@,BRK,W 111-103 (OT),*,39,8,18,.444,8,15,.533,0,3,.000,6,6,1.000,.533,2,2,4,2,2,0,4,0,22,14.0,-0.9,14,G,gilgesh01
38,Shai Gilgeous-Alexander,2020-01-09,21-181,OKC,,HOU,W 113-92,*,31,8,15,.533,7,12,.583,1,3,.333,3,3,1.000,.613,0,3,3,3,1,0,0,1,20,16.3,6.0,28,G,gilgesh01
39,Shai Gilgeous-Alexander,2020-01-11,21-183,OKC,,LAL,L 110-125,*,35,8,17,.471,7,13,.538,1,4,.250,7,7,1.000,.598,0,8,8,0,1,1,1,0,24,18.4,-0.2,-12,G,gilgesh01
40,Shai Gilgeous-Alexander,2020-01-13,21-185,OKC,@,MIN,W 117-104,*,36,8,12,.667,6,9,.667,2,3,.667,2,2,1.000,.776,2,18,20,10,0,1,2,1,20,26.9,14.6,23,G,gilgesh01
41,Shai Gilgeous-Alexander,2020-01-15,21-187,OKC,,TOR,L 121-130,*,38,6,10,.600,4,8,.500,2,2,1.000,7,7,1.000,.803,0,6,6,6,3,1,3,2,21,22.3,6.3,-6,G,gilgesh01
42,Shai Gilgeous-Alexander,2020-01-17,21-189,OKC,,MIA,L 108-115,*,37,5,13,.385,3,7,.429,2,6,.333,6,6,1.000,.575,0,5,5,8,1,0,1,4,18,16.4,3.4,-10,G,gilgesh01
43,Shai Gilgeous-Alexander,2020-01-18,21-190,OKC,,POR,W 119-106,*,35,9,17,.529,9,13,.692,0,4,.000,4,6,.667,.560,3,7,10,5,0,0,2,1,22,18.2,1.4,10,G,gilgesh01
44,Shai Gilgeous-Alexander,2020-01-20,21-192,OKC,@,HOU,W 112-107,*,39,5,10,.500,5,9,.556,0,1,.000,3,4,.750,.553,0,10,10,1,3,1,1,0,13,14.0,2.8,1,G,gilgesh01
