Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Brandon Ingram,2019-10-22,22-050,NOP,@,TOR,L 122-130 (OT),*,35,8,19,.421,6,14,.429,2,5,.400,4,4,1.000,.530,0,5,5,5,1,2,2,4,22,15.7,3.5,-19,F,ingrabr01
2,Brandon Ingram,2019-10-25,22-053,NOP,,DAL,L 116-123,*,31,10,20,.500,6,13,.462,4,7,.571,1,1,1.000,.612,2,6,8,3,0,3,3,3,25,18.2,7.0,-11,F,ingrabr01
3,Brandon Ingram,2019-10-26,22-054,NOP,@,HOU,L 123-126,*,39,14,22,.636,10,15,.667,4,7,.571,3,5,.600,.723,1,14,15,5,0,0,3,3,35,28.6,8.4,-1,F,ingrabr01
4,Brandon Ingram,2019-10-28,22-056,NOP,,GSW,L 123-134,*,31,10,23,.435,6,14,.429,4,9,.444,3,5,.600,.536,3,7,10,6,2,1,2,2,27,22.4,5.8,-20,F,ingrabr01
5,Brandon Ingram,2019-10-31,22-059,NOP,,DEN,W 122-107,*,36,7,12,.583,5,8,.625,2,4,.500,9,11,.818,.742,0,3,3,5,0,0,3,1,25,19.6,2.9,12,F,ingrabr01
6,Brandon Ingram,2019-11-02,22-061,NOP,@,OKC,L 104-115,*,13,3,5,.600,3,5,.600,0,0,,1,4,.250,.518,1,3,4,1,0,1,1,0,7,5.5,1.7,4,F,ingrabr01
7,Brandon Ingram,2019-11-04,22-063,NOP,@,BRK,L 125-135,*,37,17,24,.708,16,21,.762,1,3,.333,5,5,1.000,.763,0,5,5,5,2,0,4,5,40,31.0,9.1,-10,F,ingrabr01
8,Brandon Ingram,2019-11-08,22-067,NOP,,TOR,L 104-122,*,31,10,25,.400,7,15,.467,3,10,.300,4,4,1.000,.504,2,5,7,1,1,1,3,5,27,13.8,2.3,-25,F,ingrabr01
9,Brandon Ingram,2019-11-09,22-068,NOP,@,CHO,W 115-110,*,36,8,12,.667,5,8,.625,3,4,.750,6,11,.545,.742,1,8,9,4,1,0,7,4,25,16.1,-1.6,4,F,ingrabr01
10,Brandon Ingram,2019-11-19,22-078,NOP,,POR,W 115-104,*,35,8,20,.400,7,15,.467,1,5,.200,4,4,1.000,.483,0,7,7,5,2,1,3,0,21,15.5,0.0,16,F,ingrabr01
11,Brandon Ingram,2019-11-21,22-080,NOP,@,PHO,W 124-121,*,33,9,19,.474,6,13,.462,3,6,.500,7,9,.778,.610,0,8,8,5,1,2,4,5,28,19.8,2.1,18,F,ingrabr01
12,Brandon Ingram,2019-11-23,22-082,NOP,@,UTA,L 120-128,*,37,12,24,.500,8,17,.471,4,7,.571,5,5,1.000,.630,1,3,4,5,1,0,3,3,33,22.9,5.4,-20,F,ingrabr01
13,Brandon Ingram,2019-11-24,22-083,NOP,@,LAC,L 109-134,*,35,9,22,.409,6,15,.400,3,7,.429,3,3,1.000,.515,2,6,8,5,0,1,2,3,24,16.4,2.1,-6,F,ingrabr01
14,Brandon Ingram,2019-11-27,22-086,NOP,,LAL,L 110-114,*,40,4,21,.190,2,10,.200,2,11,.182,13,13,1.000,.430,0,10,10,1,0,2,3,2,23,11.2,-5.7,-5,F,ingrabr01
15,Brandon Ingram,2019-11-29,22-088,NOP,@,OKC,L 104-109,*,36,11,17,.647,11,14,.786,0,3,.000,4,5,.800,.677,1,7,8,4,1,1,2,2,26,22.6,7.9,0,F,ingrabr01
16,Brandon Ingram,2019-12-01,22-090,NOP,,OKC,L 104-107,*,40,8,18,.444,6,15,.400,2,3,.667,2,2,1.000,.530,0,7,7,4,0,2,1,4,20,14.3,-0.1,9,F,ingrabr01
17,Brandon Ingram,2019-12-03,22-092,NOP,,DAL,L 97-118,*,37,8,16,.500,7,13,.538,1,3,.333,7,7,1.000,.629,0,5,5,6,3,1,1,2,24,23.6,12.8,-10,F,ingrabr01
