Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,LaMarcus Aldridge,2019-10-23,34-096,SAS,,NYK,W 120-111,*,35,8,15,.533,7,14,.500,1,1,1.000,5,5,1.000,.640,4,4,8,1,0,2,4,1,22,16.4,0.2,-3,F-C,aldrila01
2,LaMarcus Aldridge,2019-10-26,34-099,SAS,,WAS,W 124-122,*,33,10,17,.588,8,14,.571,2,3,.667,5,7,.714,.672,3,6,9,3,1,1,3,3,27,21.8,5.1,5,F-C,aldrila01
3,LaMarcus Aldridge,2019-10-28,34-101,SAS,,POR,W 113-110,*,34,6,17,.353,6,16,.375,0,1,.000,3,4,.750,.400,2,5,7,3,1,5,1,3,15,12.4,0.1,-3,F-C,aldrila01
4,LaMarcus Aldridge,2019-10-31,34-104,SAS,@,LAC,L 97-103,*,36,2,8,.250,2,7,.286,0,1,.000,1,2,.500,.282,1,4,5,3,0,2,3,4,5,0.6,-6.2,-10,F-C,aldrila01
5,LaMarcus Aldridge,2019-11-01,34-105,SAS,@,GSW,W 127-110,*,26,8,15,.533,8,12,.667,0,3,.000,6,6,1.000,.624,5,3,8,0,0,1,1,1,22,18.4,2.7,3,F-C,aldrila01
6,LaMarcus Aldridge,2019-11-03,34-107,SAS,,LAL,L 96-103,*,30,2,9,.222,2,8,.250,0,1,.000,4,4,1.000,.372,1,4,5,2,1,1,2,3,8,4.3,-5.7,-11,F-C,aldrila01
7,LaMarcus Aldridge,2019-11-05,34-109,SAS,@,ATL,L 100-108,*,34,6,14,.429,6,13,.462,0,1,.000,2,2,1.000,.470,1,4,5,4,0,4,2,1,14,11.7,1.0,-2,F-C,aldrila01
8,LaMarcus Aldridge,2019-11-07,34-111,SAS,,OKC,W 121-112,*,34,19,23,.826,19,22,.864,0,1,.000,1,2,.500,.817,3,3,6,4,2,1,3,2,39,34.8,17.6,18,F-C,aldrila01
9,LaMarcus Aldridge,2019-11-09,34-113,SAS,,BOS,L 115-135,*,26,1,4,.250,1,4,.250,0,0,,1,2,.500,.307,1,3,4,1,0,1,2,4,3,-0.4,-12.9,-12,F-C,aldrila01
10,LaMarcus Aldridge,2019-11-11,34-115,SAS,,MEM,L 109-113,*,33,8,15,.533,8,15,.533,0,0,,3,4,.750,.567,0,4,4,3,2,0,1,2,19,14.8,1.7,-3,F-C,aldrila01
11,LaMarcus Aldridge,2019-11-13,34-117,SAS,@,MIN,L 114-129,*,32,10,16,.625,10,15,.667,0,1,.000,3,4,.750,.648,2,2,4,2,0,1,0,3,23,18.3,3.0,-17,F-C,aldrila01
12,LaMarcus Aldridge,2019-11-15,34-119,SAS,@,ORL,L 109-111,*,31,5,13,.385,3,10,.300,2,3,.667,1,1,1.000,.484,0,6,6,2,0,5,0,4,13,11.0,1.2,-9,F-C,aldrila01
13,LaMarcus Aldridge,2019-11-16,34-120,SAS,,POR,L 116-121,*,35,12,20,.600,10,15,.667,2,5,.400,4,4,1.000,.689,1,12,13,2,1,1,2,0,30,26.2,8.3,-2,F-C,aldrila01
