Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Duncan Robinson,2019-10-23,25-184,MIA,,MEM,W 120-101,,23,1,5,.200,0,0,,1,5,.200,0,0,,.300,0,1,1,1,0,0,1,2,3,-0.9,-7.8,-3,G-F,robindu01
2,Duncan Robinson,2019-10-26,25-187,MIA,@,MIL,W 131-126 (OT),,23,3,6,.500,0,1,.000,3,5,.600,0,0,,.750,0,0,0,0,0,1,0,3,9,5.5,1.2,11,G-F,robindu01
3,Duncan Robinson,2019-10-27,25-188,MIA,@,MIN,L 109-116,,23,8,12,.667,4,5,.800,4,7,.571,1,1,1.000,.844,0,2,2,1,1,2,1,3,21,17.3,13.9,-8,G-F,robindu01
4,Duncan Robinson,2019-10-29,25-190,MIA,,ATL,W 112-97,,1,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,-0.8,1,G-F,robindu01
5,Duncan Robinson,2019-10-31,25-192,MIA,@,ATL,W 106-97,*,27,5,10,.500,3,4,.750,2,6,.333,0,0,,.600,0,3,3,0,0,0,1,1,12,6.5,-7.3,-3,G-F,robindu01
6,Duncan Robinson,2019-11-03,25-195,MIA,,HOU,W 129-100,*,36,8,12,.667,1,1,1.000,7,11,.636,0,0,,.958,0,6,6,1,0,2,1,0,23,20.7,9.0,20,G-F,robindu01
7,Duncan Robinson,2019-11-05,25-197,MIA,@,DEN,L 89-109,,11,1,6,.167,1,2,.500,0,4,.000,0,0,,.167,1,1,2,0,0,0,0,1,2,-1.2,-18.7,-3,G-F,robindu01
8,Duncan Robinson,2019-11-07,25-199,MIA,@,PHO,W 124-108,*,28,1,5,.200,0,1,.000,1,4,.250,3,3,1.000,.475,0,6,6,1,1,1,0,4,6,5.5,-2.5,29,G-F,robindu01
9,Duncan Robinson,2019-11-08,25-200,MIA,@,LAL,L 80-95,*,24,1,7,.143,0,1,.000,1,6,.167,0,0,,.214,0,3,3,2,1,0,0,3,3,0.6,-6.2,-9,G-F,robindu01
10,Duncan Robinson,2019-11-12,25-204,MIA,,DET,W 117-108,*,29,4,10,.400,1,2,.500,3,8,.375,0,0,,.550,0,2,2,0,0,0,4,5,11,0.2,-13.0,0,G-F,robindu01
11,Duncan Robinson,2019-11-14,25-206,MIA,@,CLE,W 108-97,*,26,4,8,.500,1,1,1.000,3,7,.429,0,0,,.688,0,2,2,1,1,0,0,3,11,8.1,0.3,-12,G-F,robindu01
12,Duncan Robinson,2019-11-16,25-208,MIA,,NOP,W 109-94,*,31,6,10,.600,3,4,.750,3,6,.500,0,0,,.750,0,1,1,1,3,0,1,1,15,13.0,5.8,4,G-F,robindu01
13,Duncan Robinson,2019-11-20,25-212,MIA,,CLE,W 124-100,*,34,9,15,.600,0,0,,9,15,.600,2,2,1.000,.913,0,2,2,0,0,0,0,2,29,21.9,12.3,11,G-F,robindu01
14,Duncan Robinson,2019-11-22,25-214,MIA,@,CHI,W 116-108,*,31,3,9,.333,1,1,1.000,2,8,.250,0,0,,.444,1,2,3,2,1,0,0,1,8,6.2,-4.4,-8,G-F,robindu01
15,Duncan Robinson,2019-11-23,25-215,MIA,@,PHI,L 86-113,*,33,0,6,.000,0,1,.000,0,5,.000,4,4,1.000,.258,0,3,3,0,1,1,2,2,4,-0.4,-10.8,-26,G-F,robindu01
16,Duncan Robinson,2019-11-25,25-217,MIA,,CHO,W 117-100,*,22,2,6,.333,0,0,,2,6,.333,0,0,,.500,0,1,1,2,3,0,0,6,6,4.9,0.9,9,G-F,robindu01
17,Duncan Robinson,2019-11-27,25-219,MIA,@,HOU,L 108-117,*,21,4,8,.500,1,1,1.000,3,7,.429,2,2,1.000,.732,0,3,3,1,1,0,1,5,13,8.6,2.5,-17,G-F,robindu01
18,Duncan Robinson,2019-11-29,25-221,MIA,,GSW,W 122-105,*,21,5,7,.714,0,0,,5,7,.714,2,3,.667,1.022,0,2,2,1,0,0,2,2,17,12.2,11.0,9,G-F,robindu01
19,Duncan Robinson,2019-12-01,25-223,MIA,@,BRK,W 109-106,*,33,3,6,.500,0,0,,3,6,.500,1,1,1.000,.776,0,10,10,0,0,0,0,3,10,8.8,0.8,14,G-F,robindu01
20,Duncan Robinson,2019-12-03,25-225,MIA,@,TOR,W 121-110 (OT),*,27,8,11,.727,2,2,1.000,6,9,.667,0,0,,1.000,0,2,2,1,0,1,1,4,22,16.9,15.8,11,G-F,robindu01
21,Duncan Robinson,2019-12-04,25-226,MIA,@,BOS,L 93-112,*,29,4,8,.500,2,2,1.000,2,6,.333,0,0,,.625,0,5,5,1,3,0,0,5,10,9.2,4.0,-4,G-F,robindu01
22,Duncan Robinson,2019-12-06,25-228,MIA,,WAS,W 112-103,*,42,2,9,.222,0,2,.000,2,7,.286,0,0,,.333,0,4,4,1,0,0,1,1,6,1.0,-11.4,15,G-F,robindu01
23,Duncan Robinson,2019-12-08,25-230,MIA,,CHI,W 110-105 (OT),*,22,3,9,.333,0,1,.000,3,8,.375,0,0,,.500,1,3,4,0,3,0,0,4,9,6.9,5.5,2,G-F,robindu01
24,Duncan Robinson,2019-12-10,25-232,MIA,,ATL,W 135-121 (OT),*,43,12,16,.750,2,2,1.000,10,14,.714,0,0,,1.063,0,3,3,4,0,1,0,3,34,30.8,16.8,26,G-F,robindu01
25,Duncan Robinson,2019-12-13,25-235,MIA,,LAL,L 110-113,*,36,3,8,.375,0,1,.000,3,7,.429,0,0,,.563,0,3,3,0,0,0,0,3,9,4.3,-5.0,-1,G-F,robindu01
26,Duncan Robinson,2019-12-14,25-236,MIA,@,DAL,W 122-118 (OT),*,36,3,10,.300,0,0,,3,10,.300,0,0,,.450,0,6,6,1,0,0,0,2,9,4.9,-6.7,-6,G-F,robindu01
