Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Luka Dončić,2019-10-23,20-237,DAL,,WAS,W 108-100,*,34,12,19,.632,8,10,.800,4,9,.444,6,8,.750,.755,1,8,9,3,2,0,6,4,34,24.3,11.2,0,G-F,doncilu01
2,Luka Dončić,2019-10-25,20-239,DAL,@,NOP,W 123-116,*,38,10,19,.526,7,10,.700,3,9,.333,2,2,1.000,.629,1,9,10,10,2,0,3,1,25,24.7,9.2,12,G-F,doncilu01
3,Luka Dončić,2019-10-27,20-241,DAL,,POR,L 119-121,*,38,8,22,.364,6,11,.545,2,11,.182,11,14,.786,.515,1,11,12,9,3,0,4,4,29,23.3,6.7,5,G-F,doncilu01
4,Luka Dončić,2019-10-29,20-243,DAL,@,DEN,W 109-106,*,33,3,12,.250,2,6,.333,1,6,.167,5,8,.625,.387,2,2,4,5,2,0,4,1,12,6.7,-7.9,-17,G-F,doncilu01
5,Luka Dončić,2019-11-01,20-246,DAL,,LAL,L 110-119 (OT),*,38,10,23,.435,6,14,.429,4,9,.444,7,8,.875,.584,1,12,13,15,0,1,6,3,31,26.8,18.2,-4,G-F,doncilu01
6,Luka Dončić,2019-11-03,20-248,DAL,@,CLE,W 131-111,*,34,9,17,.529,4,7,.571,5,10,.500,6,6,1.000,.738,4,10,14,15,0,0,5,2,29,31.2,16.9,15,G-F,doncilu01
7,Luka Dončić,2019-11-06,20-251,DAL,,ORL,W 107-106,*,37,10,21,.476,9,14,.643,1,7,.143,6,7,.857,.561,2,5,7,7,0,0,6,3,27,16.5,2.2,6,G-F,doncilu01
8,Luka Dončić,2019-11-08,20-253,DAL,,NYK,L 102-106,*,35,13,26,.500,10,15,.667,3,11,.273,9,9,1.000,.634,1,13,14,10,0,0,8,5,38,26.6,11.0,-5,G-F,doncilu01
9,Luka Dončić,2019-11-09,20-254,DAL,@,MEM,W 138-122,*,29,9,16,.563,7,10,.700,2,6,.333,4,5,.800,.659,3,11,14,8,2,0,2,0,24,27.0,14.2,1,G-F,doncilu01
10,Luka Dončić,2019-11-11,20-256,DAL,@,BOS,L 106-116,*,34,11,21,.524,8,11,.727,3,10,.300,9,10,.900,.669,0,6,6,9,0,0,1,2,34,29.6,20.2,-17,G-F,doncilu01
11,Luka Dončić,2019-11-14,20-259,DAL,@,NYK,L 103-106,*,36,10,23,.435,7,11,.636,3,12,.250,10,13,.769,.575,1,9,10,11,3,1,3,1,33,31.1,20.1,-3,G-F,doncilu01
12,Luka Dončić,2019-11-16,20-261,DAL,,TOR,W 110-102,*,36,5,14,.357,4,9,.444,1,5,.200,15,19,.789,.581,3,12,15,7,2,0,7,1,26,21.8,6.7,14,G-F,doncilu01
13,Luka Dončić,2019-11-18,20-263,DAL,,SAS,W 117-110,*,35,14,27,.519,9,14,.643,5,13,.385,9,13,.692,.642,2,9,11,12,0,0,5,5,42,32.6,14.0,11,G-F,doncilu01
14,Luka Dončić,2019-11-20,20-265,DAL,,GSW,W 142-94,*,26,11,18,.611,5,8,.625,6,10,.600,7,8,.875,.813,1,9,10,11,4,0,5,3,35,35.3,30.5,45,G-F,doncilu01
15,Luka Dončić,2019-11-22,20-267,DAL,,CLE,W 143-101,*,28,11,18,.611,7,10,.700,4,8,.500,4,4,1.000,.759,0,7,7,14,0,0,2,2,30,30.9,20.7,21,G-F,doncilu01
16,Luka Dončić,2019-11-24,20-269,DAL,@,HOU,W 137-123,*,34,15,30,.500,10,16,.625,5,14,.357,6,8,.750,.612,0,6,6,10,2,1,5,3,41,30.5,13.4,21,G-F,doncilu01
17,Luka Dončić,2019-11-26,20-271,DAL,,LAC,L 99-114,*,35,4,14,.286,4,6,.667,0,8,.000,14,16,.875,.523,2,6,8,6,3,0,7,4,22,14.8,1.3,-7,G-F,doncilu01
18,Luka Dončić,2019-11-29,20-274,DAL,@,PHO,W 120-113,*,38,12,24,.500,9,13,.692,3,11,.273,15,18,.833,.658,2,7,9,11,1,0,2,4,42,37.4,18.1,3,G-F,doncilu01
