Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Andre Drummond,2019-10-23,26-074,DET,@,IND,W 119-110,*,41,12,18,.667,12,17,.706,0,1,.000,8,10,.800,.714,7,16,23,2,3,4,2,4,32,36.7,13.0,4,C,drumman01
2,Andre Drummond,2019-10-24,26-075,DET,,ATL,L 100-117,*,37,8,12,.667,8,12,.667,0,0,,5,6,.833,.717,1,11,12,2,4,1,4,4,21,19.9,4.7,-15,C,drumman01
3,Andre Drummond,2019-10-26,26-077,DET,,PHI,L 111-117,*,25,5,10,.500,5,10,.500,0,0,,3,10,.300,.451,3,9,12,1,0,2,2,6,13,7.7,-6.8,-1,C,drumman01
4,Andre Drummond,2019-10-28,26-079,DET,,IND,W 96-94,*,38,8,15,.533,8,14,.571,0,1,.000,2,3,.667,.551,4,14,18,1,0,2,6,3,18,12.2,-2.2,3,C,drumman01
5,Andre Drummond,2019-10-30,26-081,DET,@,TOR,L 113-125,*,35,10,17,.588,10,17,.588,0,0,,1,2,.500,.587,8,14,22,3,0,1,5,4,21,18.7,-0.6,-22,C,drumman01
6,Andre Drummond,2019-11-01,26-083,DET,@,CHI,L 106-112,*,35,11,17,.647,11,15,.733,0,2,.000,3,5,.600,.651,6,18,24,2,2,3,5,4,25,25.2,5.4,-8,C,drumman01
7,Andre Drummond,2019-11-02,26-084,DET,,BRK,W 113-109,*,39,10,16,.625,10,15,.667,0,1,.000,5,6,.833,.671,3,17,20,6,3,5,4,4,25,29.7,13.6,8,C,drumman01
8,Andre Drummond,2019-11-04,26-086,DET,@,WAS,L 99-115,*,39,6,20,.300,6,19,.316,0,1,.000,3,3,1.000,.352,8,16,24,4,2,2,4,5,15,14.0,-5.4,-5,C,drumman01
9,Andre Drummond,2019-11-06,26-088,DET,,NYK,W 122-102,*,35,12,16,.750,12,16,.750,0,0,,3,4,.750,.760,4,8,12,7,1,0,4,1,27,26.9,8.4,24,C,drumman01
10,Andre Drummond,2019-11-08,26-090,DET,@,IND,L 106-112,*,34,6,14,.429,6,12,.500,0,2,.000,3,4,.750,.476,1,12,13,8,0,1,4,5,15,11.8,0.0,9,C,drumman01
11,Andre Drummond,2019-11-11,26-093,DET,,MIN,L 114-120,*,29,4,12,.333,4,12,.333,0,0,,3,3,1.000,.413,8,4,12,1,4,3,3,5,11,12.8,-4.3,8,C,drumman01
12,Andre Drummond,2019-11-12,26-094,DET,@,MIA,L 108-117,*,28,6,9,.667,6,9,.667,0,0,,4,6,.667,.687,4,5,9,0,2,2,5,6,16,11.6,-5.1,-9,C,drumman01
13,Andre Drummond,2019-11-15,26-097,DET,@,CHO,L 106-109,*,38,8,16,.500,8,16,.500,0,0,,0,0,,.500,3,17,20,2,0,0,4,3,16,11.4,-6.6,2,C,drumman01
14,Andre Drummond,2019-11-20,26-102,DET,@,CHI,L 89-109,*,34,3,10,.300,3,9,.333,0,1,.000,0,0,,.300,2,12,14,4,2,3,3,6,6,6.7,-3.9,-7,C,drumman01
15,Andre Drummond,2019-11-22,26-104,DET,,ATL,W 128-103,*,28,10,16,.625,10,15,.667,0,1,.000,3,4,.750,.648,8,7,15,2,2,1,4,4,23,21.6,-2.7,11,C,drumman01
16,Andre Drummond,2019-11-23,26-105,DET,@,MIL,L 90-104,*,37,5,10,.500,5,10,.500,0,0,,2,4,.500,.510,3,14,17,4,2,0,5,4,12,10.7,-0.5,-18,C,drumman01
17,Andre Drummond,2019-11-25,26-107,DET,,ORL,W 103-88,*,30,3,6,.500,3,6,.500,0,0,,1,2,.500,.509,3,15,18,1,0,1,3,3,7,7.4,-4.9,11,C,drumman01
18,Andre Drummond,2019-11-27,26-109,DET,@,CHO,L 101-102,*,38,6,11,.545,6,11,.545,0,0,,2,5,.400,.530,3,18,21,7,1,0,4,5,14,14.9,2.6,-5,C,drumman01
19,Andre Drummond,2019-11-29,26-111,DET,,CHO,L 107-110,*,38,7,12,.583,7,12,.583,0,0,,1,4,.250,.545,8,11,19,3,1,2,4,4,15,16.0,-3.7,-3,C,drumman01
20,Andre Drummond,2019-12-01,26-113,DET,,SAS,W 132-98,*,26,4,8,.500,4,8,.500,0,0,,1,4,.250,.461,6,10,16,2,1,3,4,0,9,11.5,-2.0,2,C,drumman01
21,Andre Drummond,2019-12-03,26-115,DET,@,CLE,W 127-94,*,31,7,15,.467,7,15,.467,0,0,,3,4,.750,.507,4,10,14,4,5,4,3,0,17,22.3,7.8,19,C,drumman01
22,Andre Drummond,2019-12-04,26-116,DET,,MIL,L 103-127,*,33,11,17,.647,11,16,.688,0,1,.000,1,4,.250,.613,5,9,14,5,2,3,3,3,23,23.9,11.2,-7,C,drumman01
23,Andre Drummond,2019-12-06,26-118,DET,,IND,W 108-101,*,41,9,17,.529,9,16,.563,0,1,.000,7,9,.778,.596,7,15,22,1,3,2,1,5,25,27.4,8.1,17,C,drumman01
24,Andre Drummond,2019-12-09,26-121,DET,@,NOP,W 105-103,*,25,4,11,.364,4,11,.364,0,0,,5,6,.833,.477,4,6,10,0,0,0,1,4,13,8.5,-4.6,2,C,drumman01
25,Andre Drummond,2019-12-12,26-124,DET,,DAL,L 111-122,*,34,10,14,.714,10,13,.769,0,1,.000,3,6,.500,.691,2,13,15,1,3,1,2,4,23,22.1,5.3,-15,C,drumman01
26,Andre Drummond,2019-12-18,26-130,DET,,TOR,L 99-112,*,37,9,16,.563,9,16,.563,0,0,,4,7,.571,.577,6,12,18,0,2,2,4,2,22,19.6,1.8,-14,C,drumman01
27,Andre Drummond,2019-12-20,26-132,DET,@,BOS,L 93-114,*,31,5,11,.455,5,10,.500,0,1,.000,2,6,.333,.440,4,7,11,4,6,0,6,2,12,11.6,1.6,-14,C,drumman01
28,Andre Drummond,2019-12-21,26-133,DET,,CHI,L 107-119,*,37,8,17,.471,8,16,.500,0,1,.000,3,4,.750,.506,2,11,13,3,5,2,5,4,19,16.5,-3.3,-9,C,drumman01
29,Andre Drummond,2019-12-23,26-135,DET,,PHI,L 109-125,,32,13,16,.813,13,16,.813,0,0,,1,2,.500,.800,3,6,9,3,1,0,1,3,27,25.4,9.4,-2,C,drumman01
30,Andre Drummond,2019-12-26,26-138,DET,,WAS,W 132-102,*,25,5,6,.833,5,6,.833,0,0,,4,7,.571,.771,2,8,10,0,0,1,3,4,14,10.5,-5.0,11,C,drumman01
31,Andre Drummond,2019-12-28,26-140,DET,@,SAS,L 109-136,*,37,7,16,.438,7,15,.467,0,1,.000,7,12,.583,.493,5,13,18,3,1,4,0,2,21,23.1,3.1,-29,C,drumman01
32,Andre Drummond,2019-12-30,26-142,DET,@,UTA,L 81-104,*,37,5,16,.313,5,16,.313,0,0,,5,8,.625,.384,3,10,13,3,5,3,7,5,15,9.9,-1.5,-19,C,drumman01
33,Andre Drummond,2020-01-02,26-145,DET,@,LAC,L 112-126,*,27,3,10,.300,3,8,.375,0,2,.000,4,6,.667,.396,2,10,12,0,3,1,4,4,10,5.9,-8.4,-21,C,drumman01
34,Andre Drummond,2020-01-04,26-147,DET,@,GSW,W 111-104,*,29,7,14,.500,7,14,.500,0,0,,0,0,,.500,5,13,18,3,3,2,4,6,14,14.5,-0.9,12,C,drumman01
35,Andre Drummond,2020-01-05,26-148,DET,@,LAL,L 99-106,*,41,2,13,.154,2,12,.167,0,1,.000,8,9,.889,.354,3,15,18,0,1,4,2,5,12,9.7,-6.0,-1,C,drumman01
36,Andre Drummond,2020-01-07,26-150,DET,@,CLE,W 115-113,*,38,8,12,.667,8,12,.667,0,0,,7,9,.778,.721,8,12,20,5,1,2,3,2,23,28.3,7.1,7,C,drumman01
37,Andre Drummond,2020-01-09,26-152,DET,,CLE,L 112-115 (OT),*,49,13,24,.542,13,24,.542,0,0,,2,5,.400,.534,10,13,23,1,1,1,3,2,28,24.7,-1.3,-6,C,drumman01
38,Andre Drummond,2020-01-11,26-154,DET,,CHI,L 99-108,*,19,3,5,.600,2,4,.500,1,1,1.000,2,6,.333,.589,1,3,4,2,1,0,1,1,9,7.7,4.2,-14,C,drumman01
