Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Jayson Tatum,2019-10-23,21-234,BOS,@,PHI,L 93-107,*,37,8,22,.364,4,14,.286,4,8,.500,1,3,.333,.450,1,9,10,2,2,0,4,2,21,10.0,3.3,-4,F,tatumja01
2,Jayson Tatum,2019-10-25,21-236,BOS,,TOR,W 112-106,*,35,8,22,.364,4,15,.267,4,7,.571,5,5,1.000,.517,3,6,9,4,3,0,0,0,25,22.5,13.0,9,F,tatumja01
3,Jayson Tatum,2019-10-26,21-237,BOS,@,NYK,W 118-95,*,34,5,17,.294,3,10,.300,2,7,.286,3,4,.750,.400,2,7,9,0,3,2,2,3,15,9.4,-4.1,20,F,tatumja01
4,Jayson Tatum,2019-10-30,21-241,BOS,,MIL,W 116-105,*,39,10,22,.455,6,15,.400,4,7,.571,1,2,.500,.546,1,3,4,2,0,1,1,5,25,13.9,1.4,16,F,tatumja01
5,Jayson Tatum,2019-11-01,21-243,BOS,,NYK,W 104-102,*,34,9,17,.529,5,9,.556,4,8,.500,2,2,1.000,.671,1,5,6,3,0,0,2,4,24,16.4,3.3,12,F,tatumja01
6,Jayson Tatum,2019-11-05,21-247,BOS,@,CLE,W 119-113,*,34,9,16,.563,9,11,.818,0,5,.000,0,0,,.563,0,7,7,1,1,2,4,1,18,11.2,-5.9,9,F,tatumja01
7,Jayson Tatum,2019-11-07,21-249,BOS,@,CHO,W 108-87,*,29,8,17,.471,4,11,.364,4,6,.667,3,4,.750,.613,2,7,9,1,2,1,1,0,23,19.8,12.6,13,F,tatumja01
8,Jayson Tatum,2019-11-09,21-251,BOS,@,SAS,W 135-115,*,34,6,13,.462,4,7,.571,2,6,.333,5,6,.833,.607,1,6,7,4,3,0,2,3,19,17.0,2.0,23,F,tatumja01
9,Jayson Tatum,2019-11-11,21-253,BOS,,DAL,W 116-106,*,35,1,18,.056,1,15,.067,0,3,.000,3,4,.750,.127,3,5,8,4,1,0,1,3,5,-2.4,-18.2,16,F,tatumja01
10,Jayson Tatum,2019-11-13,21-255,BOS,,WAS,W 140-133,*,35,9,20,.450,8,15,.533,1,5,.200,4,4,1.000,.528,2,1,3,4,0,0,1,3,23,14.9,-5.3,14,F,tatumja01
11,Jayson Tatum,2019-11-15,21-257,BOS,@,GSW,W 105-100,*,38,8,23,.348,6,16,.375,2,7,.286,6,7,.857,.460,3,5,8,1,3,0,2,3,24,14.8,-1.1,6,F,tatumja01
12,Jayson Tatum,2019-11-17,21-259,BOS,@,SAC,L 99-100,*,30,6,13,.462,5,9,.556,1,4,.250,1,1,1.000,.521,0,6,6,2,0,1,1,0,14,10.2,0.3,12,F,tatumja01
13,Jayson Tatum,2019-11-18,21-260,BOS,@,PHO,W 99-85,*,27,8,16,.500,5,7,.714,3,9,.333,7,9,.778,.651,2,9,11,3,1,0,4,3,26,19.2,12.4,8,F,tatumja01
14,Jayson Tatum,2019-11-20,21-262,BOS,@,LAC,L 104-107 (OT),*,41,12,24,.500,7,14,.500,5,10,.500,1,2,.500,.603,0,6,6,3,2,2,3,4,30,20.3,12.4,-6,F,tatumja01
15,Jayson Tatum,2019-11-22,21-264,BOS,@,DEN,L 92-96,*,32,6,16,.375,6,11,.545,0,5,.000,4,5,.800,.440,0,2,2,3,0,1,0,1,16,9.8,-1.2,-23,F,tatumja01
