Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Dillon Brooks,2019-10-23,23-274,MEM,@,MIA,L 101-120,*,18,3,7,.429,2,5,.400,1,2,.500,0,0,,.500,0,5,5,1,1,1,2,5,7,3.2,-3.1,-16,F-G,brookdi01
2,Dillon Brooks,2019-10-25,23-276,MEM,,CHI,L 102-110,*,30,2,12,.167,0,8,.000,2,4,.500,0,0,,.250,0,3,3,1,2,1,3,6,6,-2.7,-13.1,0,F-G,brookdi01
3,Dillon Brooks,2019-10-27,23-278,MEM,,BRK,W 134-133 (OT),*,38,9,15,.600,6,9,.667,3,6,.500,0,0,,.700,1,1,2,2,1,0,0,5,21,15.5,0.5,1,F-G,brookdi01
4,Dillon Brooks,2019-10-29,23-280,MEM,@,LAL,L 91-120,*,23,2,7,.286,1,3,.333,1,4,.250,3,3,1.000,.481,0,3,3,4,1,0,0,3,8,7.4,3.6,13,F-G,brookdi01
5,Dillon Brooks,2019-11-02,23-284,MEM,,PHO,L 105-114,*,24,6,12,.500,4,8,.500,2,4,.500,2,2,1.000,.621,2,0,2,1,1,0,1,5,16,10.1,0.4,13,F-G,brookdi01
6,Dillon Brooks,2019-11-04,23-286,MEM,,HOU,L 100-107,*,32,7,18,.389,7,11,.636,0,7,.000,3,4,.750,.430,3,6,9,1,2,0,0,5,17,11.4,-2.1,8,F-G,brookdi01
7,Dillon Brooks,2019-11-06,23-288,MEM,,MIN,W 137-121,*,30,9,16,.563,4,9,.444,5,7,.714,8,8,1.000,.794,0,4,4,2,0,0,3,5,31,21.0,2.9,10,F-G,brookdi01
8,Dillon Brooks,2019-11-08,23-290,MEM,@,ORL,L 86-118,*,22,0,7,.000,0,6,.000,0,1,.000,3,3,1.000,.180,1,3,4,1,0,2,0,2,3,1.0,-8.2,-14,F-G,brookdi01
9,Dillon Brooks,2019-11-09,23-291,MEM,,DAL,L 122-138,*,20,2,8,.250,1,3,.333,1,5,.200,0,0,,.313,4,1,5,4,0,0,2,5,5,2.1,-13.2,-12,F-G,brookdi01
10,Dillon Brooks,2019-11-11,23-293,MEM,@,SAS,W 113-109,*,35,8,17,.471,7,13,.538,1,4,.250,4,6,.667,.535,1,1,2,3,2,0,1,4,21,14.0,-3.1,-6,F-G,brookdi01
11,Dillon Brooks,2019-11-13,23-295,MEM,@,CHO,W 119-117,*,28,6,13,.462,3,7,.429,3,6,.500,0,0,,.577,1,2,3,4,2,1,1,2,15,13.3,4.2,-3,F-G,brookdi01
12,Dillon Brooks,2019-11-15,23-297,MEM,,UTA,W 107-106,*,31,7,15,.467,4,9,.444,3,6,.500,3,4,.750,.597,0,2,2,2,1,1,2,5,20,11.6,2.0,15,F-G,brookdi01
13,Dillon Brooks,2019-11-17,23-299,MEM,,DEN,L 114-131,*,18,0,5,.000,0,2,.000,0,3,.000,4,4,1.000,.296,0,0,0,1,0,0,0,1,4,0.8,-14.7,-15,F-G,brookdi01
14,Dillon Brooks,2019-11-19,23-301,MEM,,GSW,L 95-114,*,32,7,17,.412,4,10,.400,3,7,.429,1,1,1.000,.516,0,3,3,0,2,1,0,1,18,12.1,1.7,-11,F-G,brookdi01
15,Dillon Brooks,2019-11-23,23-305,MEM,,LAL,L 108-109,*,27,4,10,.400,1,5,.200,3,5,.600,1,2,.500,.551,1,2,3,3,0,0,5,5,12,2.6,-9.7,-10,F-G,brookdi01
16,Dillon Brooks,2019-11-25,23-307,MEM,@,IND,L 114-126,*,32,4,13,.308,3,9,.333,1,4,.250,0,1,.000,.335,3,4,7,3,2,0,1,1,9,7.1,-7.1,7,F-G,brookdi01
