Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,T.J. Warren,2019-10-23,26-048,IND,,DET,L 110-119,*,34,5,12,.417,5,10,.500,0,2,.000,0,2,.000,.388,1,0,1,0,0,1,1,3,10,2.0,-11.2,4,F,warretj01
2,T.J. Warren,2019-10-26,26-051,IND,@,CLE,L 99-110,*,37,6,15,.400,6,11,.545,0,4,.000,0,0,,.400,0,2,2,0,0,0,2,3,12,1.3,-12.4,-17,F,warretj01
3,T.J. Warren,2019-10-28,26-053,IND,@,DET,L 94-96,*,38,9,22,.409,8,19,.421,1,3,.333,0,0,,.432,1,4,5,1,5,0,1,3,19,12.6,0.7,0,F,warretj01
4,T.J. Warren,2019-10-30,26-055,IND,@,BRK,W 118-108,*,34,8,16,.500,8,15,.533,0,1,.000,4,4,1.000,.563,1,2,3,1,3,0,1,5,20,14.0,0.9,7,F,warretj01
5,T.J. Warren,2019-11-01,26-057,IND,,CLE,W 102-95,*,28,1,8,.125,1,6,.167,0,2,.000,1,2,.500,.169,1,2,3,0,0,0,0,3,3,-2.5,-13.7,-1,F,warretj01
6,T.J. Warren,2019-11-03,26-059,IND,,CHI,W 108-95,*,38,10,16,.625,9,12,.750,1,4,.250,5,6,.833,.697,1,4,5,3,1,0,1,2,26,21.6,6.5,16,F,warretj01
7,T.J. Warren,2019-11-05,26-061,IND,@,CHO,L 120-122 (OT),*,41,15,18,.833,13,16,.813,2,2,1.000,1,2,.500,.874,0,4,4,3,2,1,2,1,33,29.6,12.8,13,F,warretj01
8,T.J. Warren,2019-11-06,26-062,IND,,WAS,W 121-106,*,32,9,15,.600,7,9,.778,2,6,.333,1,1,1.000,.680,0,4,4,2,1,0,2,3,21,14.5,1.7,20,F,warretj01
9,T.J. Warren,2019-11-08,26-064,IND,,DET,W 112-106,*,32,7,16,.438,7,15,.467,0,1,.000,3,3,1.000,.491,2,2,4,0,1,1,2,3,17,9.1,-7.5,3,F,warretj01
10,T.J. Warren,2019-11-10,26-066,IND,@,ORL,W 109-102,*,35,9,16,.563,8,15,.533,1,1,1.000,0,0,,.594,0,2,2,2,1,0,1,1,19,13.0,-1.4,0,F,warretj01
11,T.J. Warren,2019-11-12,26-068,IND,,OKC,W 111-85,*,31,10,14,.714,9,12,.750,1,2,.500,2,2,1.000,.773,0,3,3,3,2,1,1,2,23,21.1,16.5,31,F,warretj01
12,T.J. Warren,2019-11-15,26-071,IND,@,HOU,L 102-111,*,22,1,8,.125,0,3,.000,1,5,.200,5,6,.833,.376,0,2,2,0,0,0,2,6,8,-1.4,-15.9,-14,F,warretj01
13,T.J. Warren,2019-11-16,26-072,IND,,MIL,L 83-102,*,35,6,21,.286,4,15,.267,2,6,.333,1,1,1.000,.350,1,5,6,0,1,2,1,1,15,5.9,-3.2,-6,F,warretj01
14,T.J. Warren,2019-11-18,26-074,IND,@,BRK,W 115-86,*,38,6,17,.353,5,15,.333,1,2,.500,6,7,.857,.473,2,4,6,1,1,0,2,2,19,10.6,-4.0,6,F,warretj01
15,T.J. Warren,2019-11-23,26-079,IND,,ORL,W 111-106,*,28,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,0,4,4,0,0,0,1,1,2,-0.6,-11.9,-16,F,warretj01
16,T.J. Warren,2019-11-25,26-081,IND,,MEM,W 126-114,*,34,11,15,.733,8,10,.800,3,5,.600,1,2,.500,.819,1,3,4,0,0,0,4,0,26,17.1,-0.2,18,F,warretj01
17,T.J. Warren,2019-11-27,26-083,IND,,UTA,W 121-102,*,33,10,16,.625,8,12,.667,2,4,.500,1,1,1.000,.700,0,0,0,1,2,0,0,4,23,16.9,7.2,13,F,warretj01
18,T.J. Warren,2019-11-29,26-085,IND,,ATL,W 105-104 (OT),*,35,5,11,.455,4,9,.444,1,2,.500,5,6,.833,.587,2,1,3,2,2,0,0,2,16,14.2,5.0,11,F,warretj01
19,T.J. Warren,2019-11-30,26-086,IND,@,PHI,L 116-119,*,32,11,19,.579,7,15,.467,4,4,1.000,3,3,1.000,.714,1,3,4,1,1,0,3,3,29,19.2,3.9,-3,F,warretj01
20,T.J. Warren,2019-12-02,26-088,IND,@,MEM,W 117-104,*,25,5,9,.556,1,3,.333,4,6,.667,0,0,,.778,0,2,2,2,1,0,1,5,14,9.7,4.9,17,F,warretj01
21,T.J. Warren,2019-12-04,26-090,IND,@,OKC,W 107-100,*,35,9,15,.600,8,12,.667,1,3,.333,5,6,.833,.680,1,3,4,1,0,0,1,4,24,16.4,4.1,7,F,warretj01
22,T.J. Warren,2019-12-06,26-092,IND,@,DET,L 101-108,*,30,11,18,.611,10,15,.667,1,3,.333,3,3,1.000,.673,1,0,1,1,0,0,1,3,26,17.0,1.8,-5,F,warretj01
23,T.J. Warren,2019-12-07,26-093,IND,@,NYK,W 104-103,*,38,10,19,.526,8,14,.571,2,5,.400,3,4,.750,.602,1,3,4,0,1,1,1,3,25,16.4,0.1,2,F,warretj01
24,T.J. Warren,2019-12-09,26-095,IND,,LAC,L 99-110,*,29,2,8,.250,2,6,.333,0,2,.000,8,9,.889,.502,0,8,8,0,1,0,2,5,12,6.2,-4.8,-3,F,warretj01
25,T.J. Warren,2019-12-11,26-097,IND,,BOS,W 122-117,*,30,5,9,.556,3,5,.600,2,4,.500,2,4,.500,.651,0,1,1,2,1,0,2,2,14,8.8,-2.0,-7,F,warretj01
26,T.J. Warren,2019-12-13,26-099,IND,@,ATL,W 110-100,*,31,8,18,.444,7,14,.500,1,4,.250,1,1,1.000,.488,1,3,4,1,2,0,2,4,18,9.3,-3.0,-1,F,warretj01
