Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,LeBron James,2019-10-22,34-296,LAL,@,LAC,L 102-112,*,36,7,19,.368,6,14,.429,1,5,.200,3,4,.750,.434,1,9,10,8,1,1,5,3,18,11.6,-1.0,-8,F-G,jamesle01
2,LeBron James,2019-10-25,34-299,LAL,,UTA,W 95-86,*,31,12,22,.545,11,18,.611,1,4,.250,7,8,.875,.627,2,5,7,10,1,0,1,0,32,30.9,25.7,17,F-G,jamesle01
3,LeBron James,2019-10-27,34-301,LAL,,CHO,W 120-101,*,35,7,14,.500,6,11,.545,1,3,.333,5,5,1.000,.617,1,5,6,12,1,0,4,0,20,20.6,6.1,17,F-G,jamesle01
4,LeBron James,2019-10-29,34-303,LAL,,MEM,W 120-91,*,28,8,15,.533,6,10,.600,2,5,.400,5,7,.714,.636,0,2,2,8,0,1,6,0,23,15.8,6.0,2,F-G,jamesle01
5,LeBron James,2019-11-01,34-306,LAL,@,DAL,W 119-110 (OT),*,43,13,23,.565,9,14,.643,4,9,.444,9,11,.818,.700,0,12,12,16,4,1,4,5,39,40.8,24.1,15,F-G,jamesle01
6,LeBron James,2019-11-03,34-308,LAL,@,SAS,W 103-96,*,37,8,23,.348,8,17,.471,0,6,.000,5,10,.500,.383,1,10,11,13,2,1,5,2,21,15.8,3.1,15,F-G,jamesle01
7,LeBron James,2019-11-05,34-310,LAL,@,CHI,W 118-112,*,35,10,19,.526,8,13,.615,2,6,.333,8,9,.889,.653,0,10,10,11,2,1,2,3,30,30.5,14.4,17,F-G,jamesle01
8,LeBron James,2019-11-08,34-313,LAL,,MIA,W 95-80,*,36,10,19,.526,6,12,.500,4,7,.571,1,2,.500,.629,1,3,4,6,0,0,3,2,25,17.3,9.7,16,F-G,jamesle01
9,LeBron James,2019-11-10,34-315,LAL,,TOR,L 104-113,*,35,5,15,.333,5,13,.385,0,2,.000,3,6,.500,.368,3,10,13,15,0,1,2,0,13,17.6,5.3,-6,F-G,jamesle01
10,LeBron James,2019-11-12,34-317,LAL,@,PHO,W 123-115,*,37,8,18,.444,7,14,.500,1,4,.250,2,7,.286,.451,0,7,7,11,0,0,1,0,19,16.4,0.2,-2,F-G,jamesle01
