Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Giannis Antetokounmpo,2019-10-24,24-322,MIL,@,HOU,W 117-111,*,28,11,17,.647,9,12,.750,2,5,.400,6,11,.545,.687,0,13,13,11,1,1,3,6,30,28.4,23.1,8,F-G,antetgi01
2,Giannis Antetokounmpo,2019-10-26,24-324,MIL,,MIA,L 126-131 (OT),*,37,12,21,.571,12,16,.750,0,5,.000,5,9,.556,.581,3,14,17,9,3,2,8,6,29,24.1,8.9,0,F-G,antetgi01
3,Giannis Antetokounmpo,2019-10-28,24-326,MIL,,CLE,W 129-112,*,29,5,15,.333,5,13,.385,0,2,.000,4,8,.500,.378,1,9,10,7,0,2,2,2,14,10.8,-4.0,10,F-G,antetgi01
4,Giannis Antetokounmpo,2019-10-30,24-328,MIL,@,BOS,L 105-116,*,35,8,13,.615,8,11,.727,0,2,.000,6,10,.600,.632,1,13,14,5,1,2,3,4,22,20.4,9.3,-4,F-G,antetgi01
5,Giannis Antetokounmpo,2019-11-01,24-330,MIL,@,ORL,W 123-91,*,30,10,16,.625,9,12,.750,1,4,.250,8,11,.727,.696,2,12,14,6,2,0,7,4,29,23.2,9.4,19,F-G,antetgi01
6,Giannis Antetokounmpo,2019-11-02,24-331,MIL,,TOR,W 115-105,*,36,14,20,.700,13,18,.722,1,2,.500,7,10,.700,.738,2,13,15,8,1,4,3,3,36,36.9,24.1,9,F-G,antetgi01
7,Giannis Antetokounmpo,2019-11-04,24-333,MIL,@,MIN,W 134-106,*,27,14,19,.737,14,16,.875,0,3,.000,6,11,.545,.713,4,11,15,6,0,0,3,4,34,30.0,15.4,28,F-G,antetgi01
8,Giannis Antetokounmpo,2019-11-06,24-335,MIL,@,LAC,W 129-124,*,36,10,21,.476,6,14,.429,4,7,.571,14,18,.778,.657,4,12,16,9,2,2,3,4,38,37.2,20.9,13,F-G,antetgi01
9,Giannis Antetokounmpo,2019-11-08,24-337,MIL,@,UTA,L 100-103,*,36,10,22,.455,8,16,.500,2,6,.333,8,13,.615,.541,4,9,13,4,2,2,5,6,30,20.9,10.9,-6,F-G,antetgi01
10,Giannis Antetokounmpo,2019-11-10,24-339,MIL,@,OKC,W 121-119,*,36,13,19,.684,11,16,.688,2,3,.667,7,9,.778,.762,2,14,16,3,1,1,7,3,35,27.3,6.2,15,F-G,antetgi01
