Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
1,Lou Williams,2019-10-22,32-360,LAC,,LAL,W 112-102,,37,8,14,.571,7,10,.700,1,4,.250,4,4,1.000,.666,1,4,5,7,1,0,2,0,21,20.2,6.6,13,G,willilo02
2,Lou Williams,2019-10-24,32-362,LAC,@,GSW,W 141-122,,29,5,11,.455,4,8,.500,1,3,.333,11,11,1.000,.694,0,3,3,8,1,0,0,1,22,23.4,5.0,-2,G,willilo02
3,Lou Williams,2019-10-26,32-364,LAC,@,PHO,L 122-130,,29,7,17,.412,4,10,.400,3,7,.429,6,9,.667,.549,0,2,2,2,0,0,5,2,23,8.9,-7.9,2,G,willilo02
4,Lou Williams,2019-10-28,33-001,LAC,,CHO,W 111-96,,29,7,17,.412,5,11,.455,2,6,.333,7,9,.778,.549,1,3,4,4,1,0,3,1,23,15.1,0.7,-1,G,willilo02
5,Lou Williams,2019-10-30,33-003,LAC,@,UTA,L 96-110,*,28,9,17,.529,8,14,.571,1,3,.333,5,7,.714,.598,0,3,3,4,0,0,5,2,24,12.8,-0.6,-11,G,willilo02
6,Lou Williams,2019-10-31,33-004,LAC,,SAS,W 103-97,,32,5,19,.263,4,15,.267,1,4,.250,1,2,.500,.302,0,2,2,5,0,0,2,1,12,2.0,-8.9,2,G,willilo02
7,Lou Williams,2019-11-03,33-007,LAC,,UTA,W 105-94,,32,6,18,.333,5,14,.357,1,4,.250,4,6,.667,.412,1,4,5,3,0,0,1,1,17,8.6,-2.1,11,G,willilo02
8,Lou Williams,2019-11-06,33-010,LAC,,MIL,L 124-129,*,39,9,27,.333,5,18,.278,4,9,.444,12,13,.923,.520,2,4,6,11,0,0,6,5,34,20.6,2.9,8,G,willilo02
9,Lou Williams,2019-11-07,33-011,LAC,,POR,W 107-101,,29,7,16,.438,6,13,.462,1,3,.333,11,12,.917,.611,0,3,3,8,0,3,3,1,26,22.4,14.7,5,G,willilo02
10,Lou Williams,2019-11-11,33-015,LAC,,TOR,W 98-88,,36,7,15,.467,5,9,.556,2,6,.333,5,6,.833,.595,0,4,4,4,1,0,2,0,21,15.9,7.0,0,G,willilo02
